用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
这是牛牛的微博,"
                    #这次疫情让你看到了什么#1.中国其实很强大，看看此刻的意大利，韩国。2.事世无常，没有什么割舍不掉，放弃不了。3.业主的权利大于租客，当一个有钱的地主婆吧。4.小人的吃相还是很难看。5.除了父母，爱人。没人会担心你的健康安全，作为工薪阶级，出卖的是时间，不是生命。 ​                ",  , ,3,"
                        今天02:05
                        ",小米8青春版 潮流旗舰,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/5394730599/IwFdqCgb4?refer_flag=1001030103_,-1,,,,
_双子座心理课,"
                    我们长大了，就别那么任性。要学着懂事了，不要总让父母担心；我们长大了，就别什么事都闷在心里。真的有什么伤心事，就和朋友讲讲；我们长大了，要学会关心人。不要任何事都要叫别人干；真的，长大了，别再任性了，----要明白，总有一天我们会担起所有的责任。 #双子座# ​                ",  , , ,"
                        今天01:56
                        ",即刻笔记,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/1855583123/IwF9VrIMI?refer_flag=1001030103_,-1,,,,
中华心理学协会,"
                    和孩子“算养育账”并不会让孩子从心底里感激父母。在培养孩子对父母感情方面，应着重于具体、生动、细微的事情上。比如，父母在孩子生病时怎样地牵挂、担心、照料……这些与孩子的成长息息相关的事情，反而在平时比较容易被孩子们忽视，但这些地方正是做父爱、母爱最真挚的集中体现，更贴近孩子心灵  ​                ",  , , ,"
                        今天01:52
                        ",贝贝微助手,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/6447946729/IwF8anZO1?refer_flag=1001030103_,-1,,,,
天天吃小鱼干95,"
                    我难道没有想过去死吗 是 我比你更懦弱一点 我每次都要瞻前顾后 我要担心我的父亲母亲 我舍不得让我的父母遭受失去亲人的痛苦 ​                ",  ,1, ,"
                        今天01:38
                        ",干煸鱼干的iPhone XR,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/5673199168/IwF2AnDGR?refer_flag=1001030103_,2,,,,情绪问题
nff悠游自在,"
                    22岁，本是一个可以无所顾虑，自由自在幸福快乐的年纪，而我选择了结婚，承受了这个年纪不该承受的东西，那时候我潜意识里就觉得我不会幸福，可还是硬正头皮做了，不顾父母的反对，我也不知道当时的自己怎么想的，我爸妈当时也担心我过得不好，觉得结婚之后我们的压力肯定会很大，自从我结婚，我妈一个月都没睡好觉，当我知道这件事之后，我就觉得特别对不起他们，让他们担心了。结婚之前两个人就经常吵架，这种情况一直延续到结婚后的一年多，我无数次想过离婚，我时常想如果我没结婚现在会多幸福啊。谁不想被宠，虽然是家里的老大，但是我爸妈还是很宠我，但不是溺爱，我爸告诉我女孩也应该独立，需要自己养活自己，要勤奋，不能偷懒，可是当我工作累的时候他们又是那么的心疼，那时候下班有点晚，七点没有回来，就能打几个电话，我爸说要不你不干吧，我现在还能养活了你，当时的我很感动，我就觉得他们是最好的父母。也只有父母会如此的爱自己吧。结过婚还让他们担心，我很愧疚。有时候我都觉得我有点抑郁，可能跟结婚之前差别太大，不想适应。每次吵架感觉用尽了全身的力气，真的很累，现在一生气就肚子疼。希望自己以后想开点，快乐一点，多为自己考虑。现在感觉心情好多了，睡觉吧。 收起全文d
                ",  , , ,"
                        今天01:14
                        ",HUAWEI P20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/5837781208/IwESF9dQT?refer_flag=1001030103_,2,,,,情绪问题
沐暮哒太后凉凉,"
                    总觉得有些无助，难受的时候感觉和谁说都没用。再考虑过两天要不要去医院调理一下，住院几天。别人只会表面的关心一下。真正担心的只有父母吧，可是我偏偏不敢让他们知道。 ​                ",  , , ,"
                        今天01:03
                        ",HUAWEI Mate 10 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/3872714774/IwEOiepaE?refer_flag=1001030103_,1,父母,健康,健康保险,担忧
Z-----若曦,"
                    我努力的让自己看起来过的好一些，让自己的心态平和一些，起码不让父母担心我。这个世界本来就没有童话故事，没有人可以对你一如既往的好，当然在多数人对比看来我确实过的也不差。只要不期望过高，自然就生活的幸福吧！ ​                ",  , ,1,"
                        今天01:00
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=4,https://weibo.com/1737062192/IwEMSbWUI?refer_flag=1001030103_,-1,,,,
LisaSoulmate,"
                    对我而言父母永远是孩子的镜子孩子的老师 孩子怎么样完全取决于父母你刚落地就像一张白纸还记得：你喃喃细语说的第一句话小心翼翼迈的第一步感谢你选择了我们做你的父母宝贝马上你就要开启你的学习之路我的内心又担心又激动  第一次做妈妈 真的很多时候没有足够耐心的去对你但是一定不会去辜负你的选择 努力做好我们永远爱你[爱心]非常爱你baby💙 2苏州 收起全文d
                ",  , , ,"
                        今天00:52
                        ",nova5Pro人像超级夜景,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5692821294/IwEJWaIDT?refer_flag=1001030103_,-1,,,,
青城-柒月-,"
                    有时会觉得自己各方面都很不争气，没有太多的能力去做自己想做的事，也不能去帮想帮的人，反倒会因为自己的事情让父母担心…这个疫情阿，让不少人有一个审时度势的机会和更多思考的时间，挺好的，开阔思维，行动起来，今日不努力，更待何时？要生活得像太阳，照亮自己，更温暖他人… ​                ",  ,2,1,"
                        今天00:39
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1075440793/IwEEr9Mq9?refer_flag=1001030103_,-1,,,,
我是曲奇咯嘣脆,"
                    你不愿父母担心父母不愿你烦恼 ​                ",  , ,1,"
                        今天00:37
                        ",iPhone 11 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1824692422/IwEDPC1cC?refer_flag=1001030103_,-1,,,,
有余Yuki,"
                    我后知后觉有那么一瞬间我觉得我不应该把我认为的思维给对方提意见，人家不一定能够理解我。突然有一天发现爸妈真的老了，舅舅，阿姨相继去世，一代人的芳华已逝，我非常害怕父母担心我，毕竟我是老来得女，所以我都站在父母的角度考虑我自己的问题，我害怕我出一点差错都是我父母无法承受的，有人说你要去做自己想做的事情，在当下这就是我所想做的事情，我希望一切都是岁月静好的模样。 收起全文d
                ",  , ,3,"
                        今天00:36
                        ",HUAWEI P30 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5664052945/IwEDnuWdr?refer_flag=1001030103_,0,,,,
浅绘夏韵,"
                    #远嫁的女孩子会幸福吗#关于这个问题，我有自己的想法。就是远嫁是指什么呢，有些父母一辈会觉得同一个省，不同市也叫远嫁；有些会觉得远嫁就是嫁去外省或外国。作为父母层面，不想远嫁的很多原因就是担心自己家的女孩子会在自己看不到的地方受委屈，受了委屈也很难回到自己家倾诉之类的，还有自己老了之类也不能那么方便去看探望，生病之后也不能那么方便得到照顾，远嫁的女孩子会面临距离的问题以及工作时间等等的问题 但更多的是担心自己的女儿过得不幸福。        那么远嫁的女孩到底会不会幸福呢，这个要取决于那个女孩的选择，幸福是自己争取的，嫁给爱情是最好的结果，如果不是嫁给爱情，就算嫁的人就隔一条村，那也是不幸福的。所以，不管是否远嫁，都好好把握幸福，嫁给爱情，嫁给那个能宠自己一辈子的他。祝天下有情人终成眷属。 收起全文d
                ",  , ,2,"
                        今天00:36
                        ",OPPO R9,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/3831429720/IwEDivgf7?refer_flag=1001030103_,-1,,,,
快乐冲浪队队长,"
                    不管他对你有多好多体贴 当他和你说：“亲爱的 我想无套”那一刻起 他就该死了 且不说吃药对女生身体的伤害 万一怀孕了 就算男生出钱出陪护 还是女生子宫壁被刮哦 流产手术也不是百分百成功的（可能会死在手术台上） 还有以后不能生育的风险也是由女生承担哦 就不再说其他人的闲言闲语和父母的担心了 女生一定要好好爱自己 收起全文d
                ",  ,4,6,"
                        今天00:28
                        ",座机像素的Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5527682365/IwEA6wpOX?refer_flag=1001030103_,-1,,,,
我会变可爱多,"
                    下次啊，自己不确定的事，就别和父母说了，他们会很担心的 2长春·雅舍枫林 ​                ",  ,2, ,"
                        今天00:24
                        ",🖤iPhone 8,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5864154866/IwEygu98w?refer_flag=1001030103_,-1,,,,
八月与君逢,"
                    也不知道什么时候开始父母担心你   你担心父母这种角色互换   今天突然收到通知立马明天就要赶去上班  看见妈妈忙碌的身影  爸爸默默的早睡  洗完澡出来看见行李箱里面已经塞满妈妈亲手做的菜  也不舍也难过   差一点落泪也被我硬生生憋了回去   还是不禁红了眼眶 长大真的很不好   离开父母独立生长   拉起行李箱又是年后再见  坐在床上思考了自己的几十年   好像未知迷茫  不安的情绪也油然而生  窗户边的雨也滴答滴答响个不停  风好像也比平常吹的大了些  晚安💤 收起全文d
                ",  ,2,2,"
                        今天00:23
                        ",nova5Pro人像超级夜景,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/6012169556/IwExSwOFc?refer_flag=1001030103_,-1,,,,
像我这样的人本该,"
                    莫名的的心慌有点担心父母，突然感觉要担心的事情好多好多逃避了很久的问题最终也要做抉择了。 ​                ",  , , ,"
                        今天00:13
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/6266619619/IwEtPCF6v?refer_flag=1001030103_,1,父母,健康,健康保险,担忧
婕娜forever,"
                    #薇娅直播间# 今天是妈妈的生日，正好因为疫情原因在家里陪妈妈，刚在零点的时候跟妈妈说了生日快乐。现在处于奋斗阶段，父母都担心我的发展，我会好好努力的，用实际行动变得更好，不让他们担心。愿妈妈天天开心，身体健康，我爱你❤️妈妈！ 爱生活！ ​                ",  , ,1,"
                        今天00:12
                        ",vivo AI智慧拍照X21,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/3980263196/IwEtFiMPJ?refer_flag=1001030103_,-1,,,,
-1帆,"
                    好喜欢果果小朋友，太可爱了，她的父母得多爱她，得担心小宝贝的成长，嫁人，生养😭操心一切，看着她应该都不想要二胎了，男孩多好 微博视频 ​                ",  , , ,"
                        今天00:10
                        ",微博视频,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/2388286620/IwEszk3Rt?refer_flag=1001030103_,-1,,,,
氚妹er,"
                    Wuli毛毛真的是我偶像了，从本科住隔壁宿舍时期开始就是。互相串门的时候总是能被她惊艳到。她真的活出了一个女孩子该有的样子，总是开心没有烦恼的样子，不需要担心很多，也不需要努力很多，安安稳稳的走好父母安排的路就好。大一的时候，一个学长对我说，“女孩大多分为三种。一种是像公主一样活在童话般生活中的，一种是能看破世间百态的，最后一种是能看破世间百态且能道出人事间险恶的”，“你属于最后一种”，“你到底是经历了什么才能如此看破啊”。是啊，我到底经历了什么。我好像生来就不相信人是善的。过了很久之后，我在交大校园里喂养流浪猫，我第一次体会到爱是可以被感知的，爱是可以有回应的。当然，爱也是有杀伤力的，不爱，可以彻彻底底把一个人捏得粉碎。这也是我佩服毛毛的一点，交往七八年的男友说分就分。“我们感情本来就很淡了”，“下一个更乖”。女人，只要经济独立，精神独立，真的没男人什么事。 L氚妹er的微博视频 收起全文d
                ",  , ,2,"
                        03月01日 23:55
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5627697143/IwEmwDnrE?refer_flag=1001030103_,-1,,,,
Super_侠隐,"
                    没有人说过的事，当你的小孩死了，一部分的你（非常小，但不可忽略的一部分）也松了一口气，因为从你成为父母的那一天起，一直在你预期中，你日夜担心且为之做好准备的那一刻，终于来到了。之后，你再也没有什么好害怕的了。 ​                ",  , , ,"
                        03月01日 23:14
                        ",鸿蒙Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1562540862/IwE5XxxBU?refer_flag=1001030103_,-1,,,,
老詹又准三双了,"
                    因为疫情原因让已经毕业的我有了新的寒假，一个多月的时间我早已习惯父母无微不至的关怀。离家的那天早上，上车前我强忍眼泪，生怕他们担心。晚上躺在床上翻来覆去，我无法接受这巨大的反差。我总说我爸妈离不开我，现在想想其实是我离不开他们。我不愿只身一人在外，不愿一个人吃饭，不愿受了委屈只能电话倾诉，不愿看到别人万家灯火团圆。或许我该重新规划我的未来了。想爸妈 收起全文d
                ",  ,1,2,"
                        03月01日 23:05
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5497653788/IwE2ly9f6?refer_flag=1001030103_,-1,,,,
路边捡的小胖纸,"
                    想回家，我只想回家。孕妇的情感就是容易大爆发，今天他说了一句：你又不做，话就不要那么多，觉得硬就别吃了。让我眼泪稀里哗啦的，各种后悔啊，到底还是怪自己。感谢微博，让我能说我不敢放在朋友圈里的话。不用担心被父母看见，不用让他们担心的问这问那。 2乌鲁木齐 ​                ",  , , ,"
                        03月01日 22:56
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/2906400537/IwDYubK5m?refer_flag=1001030103_,-1,,,,
L_萌小呆,"
                    妈妈近期总是时不时的念叨我两句，关于胃病的事。其实我也清楚，很多时候大家都在演戏，为了不彼此担心。去年可能是最难熬的一年，也成为了父母心中的一根刺，如今我身体哪怕偶尔有一点点的不舒服可能在他们心底都无限放大。想说都走过来啦，一切都没事啦～ 今年也不打算复查了，看情况吧…希望2020国泰平安，我们也平安喜乐，今年一定要顺顺利利呐就是无聊了，才又在这里吧啦吧啦～ 真的越来越胖了！！！肿么办～ 越减越肥哦 收起全文d
                ",  , , ,"
                        03月01日 22:50
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/3751396421/IwDWgf3XQ?refer_flag=1001030103_,1,父母,健康,健康保险,担忧
痴情司·,"
                    上午跟妈妈聊了聊，她让我之后好好呆在家里不要出门，旷课就旷课，还是自己的安全最重要。我说我知道了，我会注意的。然后就接收到同学的消息，“亲爱的，你要回国吗？”跟她聊了几句，他们三四个人下周要回国了，父母在国内非常担心他们的安全。我突然被她说的有点慌，我是不是也该考虑考虑。这段时间每天醒来的第一件事，就是看看意大利的疫情信息，每天都在担心，然后谨慎的出门，看到满大街不戴口罩热情拥吻的人们，我更担心。回家肯定是想回家的，问题也显而易见，途中的一二十个小时如果感染了怎么办，在意大利的课程怎么办，今年的考学怎么办；留在罗马好好在家呆着，课程依然耽误，如果未来意大利全面爆发，如果感染了怕是没希望了吧。 2意大利·罗马 收起全文d
                ",  ,32,1,"
                        03月01日 22:46
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5325125918/IwDUIsDWp?refer_flag=1001030103_,-1,,,,
RealDrDD,"
                    之前一直是我在担心着国内的父母给他们寄口罩和其他消毒用品。这两天欧洲疫情集中爆发了，我妈妈问我要不要给我寄点口罩去英国#爱果然都是相互的！# 2英国·London Heathrow Airport ​                ",  ,8,3,"
                        03月01日 22:39
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1678130525/IwDRP5Gio?refer_flag=1001030103_,-1,,,,
恋爱婚姻情感修复,"
                    #远嫁的女孩子会幸福吗#婚姻幸不幸福，其实和你远不远嫁没有关系，而是和你嫁的这个男人有很大的关系。即便你嫁到家门口，夫妻间有很多的矛盾，然后你总是跑回娘家哭诉，只会让你父母更加烦恼，更加的为你担心。父母更在乎的，是你过的幸不幸福。女人在选择结婚对象的时候，尤其是要远嫁的时候，一定要考察清楚，不仅仅是这个男人，还有他的家庭，如果男人能够对你很好，很尊重你，他的父母也能够包容你，理解你，那么就算嫁得再远，也一样能过得幸福。#如何怎么拯救婚姻挽回家庭老公老婆# 收起全文d
                ",38,24,126,"
                        03月01日 22:36
                        ",OnePlus 7 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/6585347162/IwDQyuYUk?refer_flag=1001030103_,-1,,,,
学渣十一,"
                    #那些说走就走的旅行# 来一次说走就走的旅行真的很有意义，期间或许遇到一些困难，你无措，但最终你解决；或许遇到开心的事，你立刻拿起手机把这些有意思的东西分享给你的朋友；或许结交一些朋友，大家一起愉快的度过一天。当你旅行结束，你很有成就感，当然了，你的父母可能很担心你，经常给你打电话询问你的情况，你挂了电话之后 ，你很开心，你的父母很爱你，最后你知道原来一个手机一张身份证也能生存的下去，自己一个人不被骗的唯一方法是不要相信天上会掉馅饼，脚踏实地，不要净想好事。 收起全文d
                ",  ,7, ,"
                        03月01日 22:26
                        ",小米9 Pro 5G,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5721144079/IwDMmbxvW?refer_flag=1001030103_,-1,,,,
你踩着我的混天绫了,"
                    楚河假期结束，返程复工了，忍了一天告诉自己别哭，父母会担心，结果临走还是哭了，希望我们分别的次数在一次次减少，我知道上一个12年，生活对我已经很好了，希望这个12年生活依然对我好一些，眼前这些都将是短暂的痛苦 ​                ",  , ,4,"
                        03月01日 22:02
                        ",楚河超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/6332382853/IwDCWzigz?refer_flag=1001030103_,-1,,,,
一两飞,"
                    #爸妈的求生欲有多强#父母总是更担心 ​                ",  , , ,"
                        03月01日 21:53
                        ",Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/6072248521/IwDzawD32?refer_flag=1001030103_,-1,,,,
Ethan_PH,"
                    刚送完儿子去爸妈家，只能下周见到他，用担心这孩子不好好吃饭，不好好睡觉。孩子总是让父母有了牵挂…… ​                ",  , , ,"
                        03月01日 21:49
                        ",HUAWEI Mate 30 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1870595101/IwDxl5Ost?refer_flag=1001030103_,,,,,
静心_32858,"
                    不经意又惹父母生气，31岁未婚女青年什么都好就觉得内心对不住父母让他们担心了，结婚只要合适就行了么？？？难道感情有无就无所谓吗？？？一直怀疑现在还未婚是自己有毛病还是怎么的？？？人为什么要结婚！！！ ​                ",  , ,1,"
                        03月01日 21:35
                        ",HUAWEI Mate 30 5G,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/5275025619/IwDrUwMFE?refer_flag=1001030103_,,,,,
aya糖果,"
                    原生家庭连载四：日常如何与父母相处呢？有的姑娘说：“我也知道爸妈是爱我的，但他们总爱指责/不信任我，实在太烦了”父母的不信任，多数是有原因，可能你平时生活中，经常表现出没有规划、懒惰的行为。所以父母就会担心你过不好生活而没有学习过“如何更好地和孩子相处”的父母们，大多表达爱的方式都是激进的，他们认为“不打不成才”、“打是亲，骂是爱”不要托付父母来学会爱你，你需要规划好未来、让父母信任你，并且引导他们用你想要的方式对待你其中，给予情绪价值、用心地爱他们，都是必不可少的宝藏锦鲤团Ayawawa恋爱心法#人生#  Laya糖果的微博视频 收起全文d
                ",  ,2,1,"
                        03月01日 21:22
                        ",宝藏锦鲤团超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/2845729941/IwDmmgcIz?refer_flag=1001030103_,,,,,
心所向之人姓肖名战,"
                    肖战“三次崩溃大哭，一点儿声音不敢出我怕父母担心，一边哭一边反黑，真的太难了，我很想发泄一下，就让我退出微博一天吧。” ​                ",  ,1, ,"
                        03月01日 21:11
                        ",vivo X20全面屏手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/2764623163/IwDi0uzC3?refer_flag=1001030103_,,,,,
65aabb,"
                    有了孩子以后 又是软肋又是睡眠不足又是担心这担心那  当个妈妈好难  不养孩子不知父母恩 我的父母辛苦了 不光养育了我 现在还帮我看孩子 感恩感恩🙏 希望父母健健康康平平安安 俺无阿弥陀佛 菩萨保佑🙏🙏🙏 ​                ",  , , ,"
                        03月01日 20:55
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%25E7%2588%25B6%25E6%25AF%258D?q=%E6%8B%85%E5%BF%83%E7%88%B6%E6%AF%8D&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/6505589452/IwDbA8MDM?refer_flag=1001030103_,,,,,
