用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
无能宅阿秋,"
                    这个天还有点暖和，但仍然不能阻止我们开两台空调，每个进来的人都要说一句哇你们这里好热……整理杭州之行的数据，几乎就没有小于设计值的，这让我开始担心报告的结果了，咋办？全合格？人家要看这个？各位晚安。 ​                ",  , , ,"
                        2019年12月17日 00:25
                        ",Share微博客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/1659319460/Il64V8vIt?refer_flag=1001030103_
用户6194840242,"
                    可我想要的是你只对我好并不是对好几个人都好即使对我还是最好的我想要唯一听你问她成绩担心她成绩咋办我真的心里难受的要死可是我要懂事呀你说我这样是不是真的很卑微啊qlj我的男孩I love you forever, unless you leave me first. O绿洲 ​                ",  , , ,"
                        2019年12月16日 23:58
                        ",绿洲APP,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6194840242/Il5U6Evhz?refer_flag=1001030103_
快学习不然你会哭的,"
                    朱一龙#朱一龙2020爱你不停# 隔几天就搜搜朱龙龙跨年不啦？去哪跨年撒？天天担心着朱龙龙不跨年我那天要咋办咧？有一说一，朱龙龙的舞台表现力真的超级超级好！青春芒果夜哇真的，每看一回都能重燃我的激情啊！他怎么就那么优秀呢？那两首歌，听了就想嫁给他啊啊哟我天（虎狼之词）所以每次有这种表演的舞台，我都超级盼着朱朱会上，每次他的表现都让人超级惊喜，哎哟，龙龙真的太对我胃口了！MUA MUA MUA舞台上，朱一龙就是我粉的爱豆啊！！！绝了@朱一龙 收起全文d
                ",  , , ,"
                        2019年12月16日 23:36
                        ",Android,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/5445592021/Il5L3fwpw?refer_flag=1001030103_
嗤人鸣,"
                    好想让我妈带我去割双眼皮  可我又担心万一两只眼睛不一样咋办 ​                ",  ,3,2,"
                        2019年12月16日 23:24
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6287854048/Il5GikrzR?refer_flag=1001030103_
吕迎旭,"
                    给以色列6号高速公司打电话，说没人懂英语，明天回复你。第二天果然有个懂英语的打来了，但问题没解决，要我过几天联系他们，我说如果碰上不懂英语的咋办，他说，不用担心，一个工作日之后我们会回复你的。 ​                ",  ,3,6,"
                        2019年12月16日 20:59
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/3004900593/Il4Jvqwwh?refer_flag=1001030103_
蓝莓果子997,"
                    在线焦虑 觉得不安 担心自己冲不上去 咋办咧小心理学家@胡夕家CYGA ​                ",1,1, ,"
                        2019年12月16日 20:20
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/7238874118/Il4ttFLV3?refer_flag=1001030103_
白城市消防,"
                    熊大熊大，白城下雪了，雪那么大，雪天路滑，消防车出警咋办捏？熊二熊二，别担心，消防员蓝朋友的有防滑神器，你猜这叫啥捏～ ​                ",  ,17,27,"
                        2019年12月16日 18:37
                        ",HUAWEI P20 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/3423681204/Il3NOtww1?refer_flag=1001030103_
-赶路要紧-,"
                    哎 哪有那么多时间去担心还没有发生的问题呢 遇到了就去解决吧 还能咋办 哎。。。 ​                ",  ,1,1,"
                        2019年12月16日 18:17
                        ",前后2000万 OPPO R11s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6012647058/Il3FJngdB?refer_flag=1001030103_
反叉闰土的查,"
                    天呐我经历了啥昨天下午两点多睡了一下午我就很担心万一我晚上睡不着咋办结果我晚上十二点多就睡了然后我今天下午又睡了一下午我咋了 ​                ",  ,1,1,"
                        2019年12月16日 17:31
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6109913310/Il3mPqzKK?refer_flag=1001030103_
4444x44,"
                    本来我还在担心期末考试咋办，看看旁边人，复习到的部分还没我看的多，安心睡觉了 ​                ",  , , ,"
                        2019年12月16日 16:46
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6201394922/Il34WaJhs?refer_flag=1001030103_
球球Ashley,"
                    永远跟我妈都有一些讲不通的屁事这个事情百分之八十发生在考试上她又不知道我咋考，又担心我考不过，不让她管又不高兴，她自己又愁得睡不着觉，我是不知道该咋办了 ​                ",  ,3,1,"
                        2019年12月16日 14:16
                        ",iPhone 8,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/1804090015/Il25XjFbR?refer_flag=1001030103_
Sweetpotato喔喔喔,"
                    感觉offer holder群里的人都好活跃，然后好多都是五院的，好多都本来就认识，我一个双非的弱弱不敢说话，现在就已经在担心明年要是融不进去咋办了… ​                ",  , , ,"
                        2019年12月16日 14:00
                        ",HUAWEI nova 2s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/1681141855/Il1Zkit9y?refer_flag=1001030103_
Olaf六六,"
                    生活的节俭不由得让我担心过年咋办，还要给侄女发压岁钱，我疯了 ​                ",  ,9, ,"
                        2019年12月16日 13:26
                        ",iPhone XR,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/5932407272/Il1LAqrX3?refer_flag=1001030103_
一勺_历史,"
                    【视知百科】第一批90后已经开始担心：我死了，社交账号该咋办？ L一勺_历史的微博视频 ​                ",  , ,1,"
                        2019年12月16日 13:17
                        ",微博网页,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/6573837310/Il1I15axi?refer_flag=1001030103_
月下玉笙寒,"
                    带狗子拉屎去，拉完回来又萎了难道是因为我让他爬楼梯把伤口撕裂了想想养条狗就担心这担心那的，以后生儿子了咋办啊，不得忙死了 L月下玉笙寒的微博视频 ​                ",  , ,1,"
                        2019年12月16日 13:12
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/2070260225/Il1G0EKpq?refer_flag=1001030103_
JSXHFCP,"
                    我闺蜜一个非常头脑清醒的颜粉他喜欢一个偶像经常跟我说，其实我还蛮担心他的你看他唱歌也不行，演戏也不行，也不会说话，情商还有点低，可咋办啊，我都怕他火过这一阵就被遗忘了每次都能给我说出一头黑线 ​                ",  , , ,"
                        2019年12月16日 10:51
                        ",vivo AI智慧拍照X21,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/3252105297/Il0KumPtr?refer_flag=1001030103_
闲人看云,"
                    我有一个心理疾病，一坐上长途车，就开始担心自己过会儿憋尿上不了厕所，尿了裤咋办！略有尿意就非常焦虑。 ​                ",  ,4, ,"
                        2019年12月16日 10:48
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/2169655665/Il0JwF0hQ?refer_flag=1001030103_
唯一的哼小曲儿,"
                    #北京下雪#我就知道只担心下雪，班车开的慢，吃不早饭咋办 ​                ",  ,1,1,"
                        2019年12月16日 09:16
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/3497859843/Il07W94s8?refer_flag=1001030103_
创必承,"
                    【#保险小科普# 现在买的重疾险未来保额不够用咋办？】近年来，经济通胀加剧，医疗成本也不断上升。这让很多朋友担心，现在买了50万保额的重疾险，以后保额不够用怎么办？今天就给大家一些小建议第一个建议是必须保证当下的充足，我们在【此时此刻】要拥有充足的重疾险保障。面对未来，我们的身体可能逐渐变差、即使有钱加保也未必有保险公司愿意承保的情况，建议大家在【保费预算充足】的前提下，优先选择一些重疾保额可增长的产品。正是由于癌症或重疾治愈率的不断提高，我们才不断地定制一些保费均衡，保额以固定额度逐年增长，甚至还有多次赔付的重疾险。这既可以抵御未来重疾治疗成本上涨的风险，也可以应对重疾治愈后二次甚至多次罹患重疾的风险。但这都是在保费预算合理的前提下所达成的更高维度的充足。重疾保障的充足基础，是指当下保额的充足。我们不要因为过度忧虑未来，而影响了今天执行保障方案的效率 @新浪保险 #新浪保险i保日# 收起全文d
                ",  , , ,"
                        2019年12月16日 07:59
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=14,https://weibo.com/2232811072/IkZCEwWPc?refer_flag=1001030103_
卖西瓜的阿鹿酱,"
                    我知道我突然得晕血症的原因了，前阵子在某个微信群看到了一组血腥的照片，当时吓得不清，那几天都总是噩梦，昨晚又梦到了，然后突然想起来小张对我讲的话，她说刺激我晕血的东西可能只是潜意识的刺激，它发生在某一个瞬间，我意识不到。现在比较担心这个月来大姨妈咋办，我这个晕血的症状有点严重啊 收起全文d
                ",  ,1,1,"
                        2019年12月16日 01:17
                        ",三星Galaxy S9+,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/5837906281/IkWZu3Qgb?refer_flag=1001030103_
柠檬柠檬酸_15,"
                    好想睡觉但是睡不着咋办担心熬夜肝功能检查不合格 ​                ",  , , ,"
                        2019年12月16日 01:04
                        ",快充大运存 魅蓝 5s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/3815192057/IkWUp3Ykm?refer_flag=1001030103_
银角大王有紫金葫芦,"
                    邓紫棋 今晚邓耶诞开唱《差不多姑娘》《句号》没唱《摩天动物园》我怀疑是邓记不住歌词这个一出来我就担心，这么爱忘词的歌手可咋办@GEM鄧紫棋 ​                ",  , ,3,"
                        2019年12月15日 23:14
                        ",邓紫棋超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/2102822581/IkWbHmtGm?refer_flag=1001030103_
武汉楼市指南,"
                    # 个人账户均可作为第三方收款 #        提问：你好观观。我想咨询一下抵押贷款的一个放款的问题。现在找了贷款中介公司给做抵押贷。但是贷款中介说为了多贷点款需要走第三方账户收款。只口头约定肯定会打给我把全部放款。但是我非常担心，万一银行放款打到第三方账户，中介跑路了咋办，因为这个第三方都是中介弄的，不受我控啊。求教，有什么方式可以约束对方当银行放款到第三方账户后，第一时间转账给我呢？？                 观观：1，如果来得及，更改成你自己信任的第三方账户收款，找亲朋好友或者岳父岳母的个人银行账户都可以作为第三方收款账户，这点一般贷款中介是知道的，上策。       2，如果来不及，建议每天跟进放款进度，放款当天肉身跟着直到款项全部转入你的账户，中策。       3，相信贷款中介，如果他已经在这一行做了不短的年限，下下策。      #武汉买房##武汉房价##武汉学区房# 收起全文d
                ",  , , ,"
                        2019年12月15日 22:42
                        ",HUAWEI Mate 20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/7289234142/IkVYUy12Y?refer_flag=1001030103_
妞妞燕和KUN,"
                    舞台粉真的超级满足，坤哥的舞台越来越有魅力，控场杠杠滴，小猫咪也越来越棒，金海超美，一直担心个巡咋办，请手下留情 ​                ",  ,13, ,"
                        2019年12月15日 22:27
                        ",vivo S1 Pro 升降自拍,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/6349553415/IkVSEgjrC?refer_flag=1001030103_
尽心焉耳矣_,"
                    在寝室吃完自己煮的鸡蛋加面再出门嗦个花甲 品个小提拉米苏蛋糕太快乐了！再过九天 考完试剩下的论文加课设都没什么好担心的了吧复习不下去太煎熬了 成天做噩梦 考个试的压力我都承受不了以后咋办！！！！！！！！！！！！！ ​                ",  , ,3,"
                        2019年12月15日 22:17
                        ",小米8周年旗舰手机,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/2788116722/IkVOqsxPS?refer_flag=1001030103_
头不能滑,"
                    我居然担心范闲这一醉把好诗都念完了，以后可咋办呢 ​                ",  , , ,"
                        2019年12月15日 21:53
                        ",小米9,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/1864482514/IkVEUpuA3?refer_flag=1001030103_
名字长一点点点点点点点点点,"
                    不想努力 只想做个懒人 生活不允许呀  唉 好难呀   一点也不想学习 咋办呀 每天还都担心被淘汰  好难受   不学习不行 不努力不行 我很想学习 很想努力 但要改变真的太难了 自控力太差了 好烦呀   啥也懂  就是做不到  逼不了自己 好想哭 ​                ",  , , ,"
                        2019年12月15日 21:24
                        ",HUAWEI P20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/6062432152/IkVt0xxfI?refer_flag=1001030103_
肥婆日常无小事,"
                    有些让你困扰让你忧的事儿，时间会让你慢慢淡忘。时间真好。就比如，我从初中开始嘴上三不五时的起泡，刚开始是晶莹剔透的一堆小泡泡，然后会慢慢化脓，变成黄呼呼的一小片，最后就结痂出血再结痂再出血，整个过程大概要半个月。那时候我就很担心，这简直是间歇性破相，以后嫁不出去咋办，这种担心沮丧一直持续了很多年。这不，最近又起了，现在处于出脓的阶段。但是我老公扯先生一点没嫌弃我，每天还是坚持早上醒了kiss一下。今天早上他正好kiss到了我的泡上，给我疼的啊。刚想削他，突然想到了小时候关于嫁不出去的恐慌，那时候愁的我茶饭不思的，现在这不，也没事儿了。感谢时间，感谢老扯，不过虽然不再困扰不再忧，但是还是依然疼 收起全文d
                ",1,4,3,"
                        2019年12月15日 19:33
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/1672038275/IkUJUzCp3?refer_flag=1001030103_
梨子味er,"
                    和我🐶哥一起呆两天  迷上了庆余年  此刻担心明天上班以后无法自拔  时时刻刻想看咋办 ​                ",  ,2, ,"
                        2019年12月15日 18:53
                        ",,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/5865961254/IkUtGr0A8?refer_flag=1001030103_
这就是我叶琳,"
                    @面相与命运 家来家里，一个星期了，不愿意走，咋办，担心主人着急 2东莞 ​                ",  , , ,"
                        2019年12月15日 16:40
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/2076606765/IkTBZrGf1?refer_flag=1001030103_
甜莤嘉绫,"
                    李泽言“李总，夫人又跑去玩别的游戏了”李泽言：“给我往她邮箱里塞10星河100钻”“李总，夫人要是不回来咋办？”李泽言：“有我在，还担心她不回来？”（看见发星河火速下回游戏的我 ​                ",  ,5,26,"
                        2019年12月15日 13:52
                        ",李泽言超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/1861531087/IkSvH26Sy?refer_flag=1001030103_
健康bb快来,"
                    这两天感冒每次咳嗽 打喷嚏 真的是阵仗很大超级超级担心不知道会不会吓到他了我会脑补 打着喷嚏 羊水破了咋办啊  ​                ",  ,5, ,"
                        2019年12月15日 12:17
                        ",HUAWEI Mate 10 Pro,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/7080399155/IkRTax1kh?refer_flag=1001030103_
_于青萍之末,"
                    关于军人的异地恋昨天不是很舒服，憨憨担心了一整天，怕我不吃不喝，又不在我身边不知道怎么办，一直在那边说这咋办啊，只要一有空就给我发消息问好点了没，去干什么了也会告诉我，虽然身体还是不舒服，但是心里暖暖的呀大概这就是心安吧，你在我们就好好相处，你不在我就乖乖等你让人更开心的是，我们俩在一起，双方父母都知道也都支持，虽然他在我家这边争取同意的过程比较艰难但起码结果是好的呀他妈妈会让他好好珍惜我照顾我，我妈妈也会告诉我好好对待他，何其幸运，父母开明，我爱的人都在身边今早突然出现，跟我说去给我收拾房间了，想起上次好像也是星期天，一大早告诉我洗了被子，我还没反应过来，以为只是自己收拾床铺清洗一下，结果后来跟我说是为了给我铺床洗的，当时真的幸福感满满呀我的憨憨虽然憨，但是对于有关我的事情，好像真的没有含糊过真的好爱他呀 收起全文d
                ",  ,2, ,"
                        2019年12月15日 09:00
                        ",关于军人的异地恋超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/5976299478/IkQAVnHU1?refer_flag=1001030103_
ZYX就是我的底气,"
                    #张艺兴深圳演唱会#原本打算是我为了放开自己应援，不录像，交给我路人外甥女录像的，但她竟然录了2首歌就说不录了，她要好好欣赏舞台，实力舞台圈粉，突然有点担心呐，她看上艺兴了咋办？ 2深圳·怡康家园 ​                ",  ,3,30,"
                        2019年12月15日 08:53
                        ",荣耀20 PRO,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/6040636795/IkQyhCsOh?refer_flag=1001030103_
Alex_敢为天下先,"
                    现在让人越来越担心要是没牛市咋办的问题了.嗯.正是梭哈的好时机 ​                ",  , ,3,"
                        2019年12月15日 01:31
                        ",iPhone 8 Plus,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/6202773896/IkNF0rWkC?refer_flag=1001030103_
吕凤香-Rose,"
                    ⚡⚡注意了注意了⚠️ 一个月控制饮食这种方法只适合短期应急拍照上镜这样子的 不要对自己太好了 总是担心满足不了胃咋办～或者饿了咋办之类的问题…… ⚡⚡  晚餐拒绝大米❌   喝点热饮暖暖胃就足够了～ ​                ",  , , ,"
                        2019年12月15日 01:00
                        ",iPhone XR,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/5799778491/IkNsamlHD?refer_flag=1001030103_
张十伊布,"
                    在开车这件事上还是安全最重要，刮到心里更多的是担心下次我要是不在你咋办。这操心的孩子。今年回家求个符，现在先让我召唤一群伊布加持保佑你。 2深圳·福田保税区 ​                ",  , , ,"
                        2019年12月15日 00:45
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/5596457758/IkNmjdjZW?refer_flag=1001030103_
漂亮啊喜欢呢,"
                    确实很有意思，我本来没打算吸粉，做什么大v小v什么的，但每次发现涨了新粉，且不大像广告号，和僵尸号的时候，都会生出一份在意，担心对方如果不喜欢我了怎么办，发现关注的不是预期那样的博主咋办我发现，很多事情，就是一个习惯性的反应察觉是第一步，然后多让自己真正认识到根本不需要，不应该，在意，这个所谓的喜欢不喜欢#自画像##我的模式设置##建立自己的王国# 收起全文d
                ",  , , ,"
                        2019年12月14日 23:41
                        ",OPPO R9s,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=15,https://weibo.com/1828229382/IkMWlnVxc?refer_flag=1001030103_
山山阿花甜,"
                    哈哈哈哈哈哈现在想想我今天看直播的时候一直在担心 哥哥乱放麦架到时候找不到咋办 果然唱新世界之前去那边找了一下没找着 又去对面看了一下才找着 ​                ",  , , ,"
                        2019年12月14日 23:03
                        ",vivo AI智慧拍照X21i,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=16,https://weibo.com/5203592979/IkMGEkamJ?refer_flag=1001030103_
