用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
我是一枝有自知之明的树枝子,"
                    是的，咳嗽还没好再不好可怎么办啊这个时候咳咳咳会被人举报的好贵这个药 ​                ",  ,6,1,"
                        02月16日 21:23
                        ",张云雷V+,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/1851982024/IuvnXyoYD?refer_flag=1001030103_
杂七杂八和古古怪怪,"
                    除了布洛芬还能吃什么止疼药呢？台州附近有什么这方面比较好的医院吗？会不会很贵啊？可是痛经太痛苦了… ​                ",  , , ,"
                        02月16日 20:37
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/3826150583/Iuv5n6w3d?refer_flag=1001030103_
就是一个小号55667788,"
                    好担心啊  蝗灾粮食减产，没有吃的有些地方会爆款，国内肯定也物价疯涨，平时药费也好贵，药吃完了没地方买。普通家庭真的很困难了吧，啊我想去赚钱 ​                ",  , , ,"
                        02月16日 20:37
                        ",OPPO Reno,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5837667566/Iuv57biY5?refer_flag=1001030103_
啦啦啦我是卖报的小娘子,"
                    牧场物语的鸡是怎么回事？刚买回来还没下过蛋呢就生病了，喂了好几天的药都不好！那药也忒贵了！我的羊是买不上了… ​                ",  ,1,1,"
                        02月16日 15:57
                        ",,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6382007331/IutfJoIex?refer_flag=1001030103_
倩倩倩倩倩倩T_T,"
                    严厉谴责这两个药店，三点就下班了，说好五点下班的，万一病人急需买药怎么办呢？治病救人的位置，拿到国家的钱又不办实事，药品价还那么贵，每次去不是在盘存就是下班了那你们开药店干嘛呢@湖北经视 @药监局 @市长 ​                ",  ,1,1,"
                        02月16日 15:31
                        ",nova4自拍极点全面屏,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/2014032702/Iut5h7HiH?refer_flag=1001030103_
官_娴儿,"
                    对于工作我们到底应该是拼尽全力 哪怕伤害了身体熬着最迷人的夜敷着最贵的面膜吃着补品甚至是药还是差不多就好还是一天完成八个小时的工作就甩手去过自己的生活13年我来威海从原来不到一百斤仍是熬夜熬到了140多斤生孩子的时候 不到一个月就开始工作导致我现在各种生理紊乱各种身体的不适有时候我也在反思到底是怎么了说好的不再熬夜但是呢说实话 对于现在年轻人不熬夜按时睡觉有点困难我真的有点做不到你们呢？ 收起全文d
                ",  ,1,1,"
                        02月16日 15:06
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5525573717/IusV1sQ9y?refer_flag=1001030103_
奥特慢加拿大日本领队代购,"
                    现货， EVE止痛药，白色退烧退热效果好； 蓝色加强版 头疼/姨妈痛/各种痛； 金色对头疼效果最佳 贵⚠️ 每个医师必推的痛经片！日本白兔是最温和的止疼片，☘不伤身体，没有副作用，🌵🔥日本很多女生缓解痛经全靠它！对头痛、牙痛、🐰咽喉痛、关节痛... ​                ",  , , ,"
                        02月16日 12:30
                        ",同步圈APP,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5028388897/IurTyopyc?refer_flag=1001030103_
顾扯淡,"
                    说起来，我们有关古代人治病的故事往往喜欢一种套路。就是某富翁某大官得了个怪病，花大钱吃了各种贵药也不见好，家里人棺材都准备好了。这时候来了个小娘子/老头子/游方和尚/邋遢道人，说这个病好治，随便找了几个常见的材料一合成，掏出金针扎几个穴位，推拿几下，反正不花什么钱当场就把病治好了。为啥不是反过来，比如某富翁听信江湖奇人，吃了各种偏方，小病拖成大病，江湖奇人眼看不行了于是跑了，富翁家里长辈大怒，把富翁捆上带去京城找太医院治病，卖房子卖地花重金用了特别贵的药养了大半年才算把命捡回来。从此富翁再也不信江湖术士。后者明明更有可信度啊……… 收起全文d
                ",113,142,1697,"
                        02月16日 11:43
                        ",iPhone 11 Pro Max,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/1400798461/IurAvEpOG?refer_flag=1001030103_
我是一朵大红花呀,"
                    那位医者只说:  这种药有点贵，效果好却不曾告诉过我: 这种药喝起来很苦😖 ​                ",  , , ,"
                        02月16日 11:10
                        ",OPPO随光而变R17,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/3895886388/Iurn2hbGv?refer_flag=1001030103_
AngelinaQU,"
                    [热门]4种药店便宜又管用的药，店员一般不会和你说的，建议...。查看👉👉👉O网页链接许多人去药房买药后，都会忍不住的吐槽，药好贵啊。其实不是药贵，是你药没买对。因为药房向你推荐的大多是价格高、利润高的药物，对于药物不懂的人，基本上都会选择店员推荐的药品。并且，在最显眼也最顺手的位置上O网页链接 收起全文d
                ",  , ,1,"
                        02月16日 03:12
                        ",趣头条,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6430004542/IuoeXfkLL?refer_flag=1001030103_
Ghost丶Y,"
                    终于补完宠爱了，催泪神剧，看到小札就像看到甜瓜，当初养金毛就是想把他训练成大暖男，小时候给他买最贵的狗粮，最好的驱虫药，一个月花的比我生活费都多，确实长得好，毛亮，肌肉结实，还训练会了顶牛肉干，把东西扔到远处会叼回来，可是大了，没人管了，以前进口狗粮我也买不起了，天天关在笼子里，貌似得了抑郁症，就算这样见到我还是很开心，总感觉对不住甜瓜，长大后没有好好照顾他，现在越来越不听话，爸妈都不让我放他出来了，一放出来就拆家，随地大小便，看他变成这样，真的，心里不是滋味～～对不起，甜瓜，有机会一定补偿你。。。 收起全文d
                ",  ,1, ,"
                        02月15日 23:19
                        ",Samsung Galaxy S8+,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/2572237707/IumICABH7?refer_flag=1001030103_
日本药妆薯,"
                    🇯🇵小粉降壓藥日本口碑老牌降压药，副作用极小，快抛开国产降压药吧。来试试这款日本处方降压药。降压药一般的药质量好就价格贵，由于高血压病几乎是终身服药，有些廉价药长期用会导致血糖血脂升高等副作用。好的药长期用副作用小，药理效果好。这款药是日本专门针对高血压，高血脂的日本制药，安全性高，长期服用是完全没有问题！用法用量：一日三次，一次1粒，饭后服用。 收起全文d
                ",  , , ,"
                        02月15日 19:57
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1819793201/IuloI0nOv?refer_flag=1001030103_
子宫返回计划,"
                    真的佩服能一直吃药的朋友们真的一点也感觉不到吃药有什么用难受的时候照样难受想哭反而还哭不出来不吃药倒是能轻易哭出来买药还好贵花好多钱真的快要死了感觉吃不吃都命悬一线天天要死不活半死不死懒的要死跟个鬼一样成天睡觉不干活我真的要死啦一直这么烂到底要怎么样才能努力起来哭哭哭就知道哭但哭完以后会舒服些虽然肯定会被骂我的病真的是穷出来的就是穷病有钱人得了还可以拿钱去玩玩休息一一下说不定就好了而穷人只能顶住更大的压力残喘下去我真的佛啦我操这他吗什么时候是个头脑袋都要炸了只有哭哭又有什么用呢为什么我的身体动不起来了为什么肢体会这么难控制了zican也是前几次靠zican勉强能好点现在皮肤都产生耐性了歌哪里都已经没什么感觉了好绝望啊什么时候才能努力起来呢 收起全文d
                ",  , ,2,"
                        02月15日 19:14
                        ",不是iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5671215930/Iul7fgWDV?refer_flag=1001030103_
日本处方药熊熊,"
                    🥰分享一些关于武田II型糖尿病的知识盲区：都说日本的这个降糖药方便，无副作用，效果好，那你真的了解是怎么一回事吗？首先说一下谁适合使用，二型糖尿病，嫌每天打胰岛素太麻烦，目前控制的不理想，口服药的副作用太大，肝肾功能还可以的人在经济允许的情况下，有点小贵，我个人建议可以考虑试下日本武田‖型糖尿病降糖药，国内称之为曲格列汀，以下简称老糖。￼国内的降糖药的副作用普遍反映为低血糖，增加体重，浮肿，等等。￼而老糖，却不会引起这些副作用，那是因为老糖的核心成份曲格列汀。￼大家都知道吃完东西以后人的血糖会升高，此时小肠会分泌一种叫肠促胰素的物质，而肠促胰素可以促进胰岛素的分泌，以此来达到降低血糖的效果。￼但是肠促胰素在体内很快会被一种称为“DPP-4”的酵素所分解。原来酵素也不都是好的[捂脸]曲格列汀作为DPP-4抑制剂，用处就是抑制DPP-4酵素对肠促胰素的分解。￼老糖还有另外一个优势，就是不会造成低血糖。因为肠促胰素只有当人体血糖升高时才会产生，正常血糖和低血糖时不会产生，此时DPP-4抑制剂也不会发生降糖的作用。老糖分为50毫克和100毫克两种规格，并不是血糖值低的人就用50毫克的，血糖高用100mg，这是一个误区，老糖50其实是为了肾功能不全的人准备的，其他人无论血糖值多少，都应该服用100毫克。日本医生建议的服用方法为餐后血糖不超过15的人，每周只服用一粒老糖100毫克即可。而餐后血糖超过15的人，则需要配合二甲双胍等辅助药，这里我会另外说明。餐后血糖超过20的人，很遗憾需要搭配长效胰岛素才能把血糖控制在正常水平。注意❗❗❗❗超过65岁的高龄者因为身体机能的关系，可能控制的会不太理想。服用方法❗然后每周在相同的一天，早餐前30分钟服用，医生说因为相隔一周服用一次，很容易漏服，最好设定闹钟来提醒，万一发现漏服，不要着急，马上服用一片，然后按照之前定好的日期继续服用就可以了！不会对身体产生损害。虽然很多地方说糖尿病只吃老糖就可以了，甚至还有说老糖可以治愈糖尿病的，这些说法显然是不靠谱的，但是，老糖确实是目前比较理想的降糖药物。希望这篇文章可以给大家带来帮助[愉快] 2日本·东京 收起全文d
                ",104,105,131,"
                        02月15日 19:13
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6265203653/Iul6vcvA7?refer_flag=1001030103_
是阿梅不是阿莓,"
                    我还从来没有吃过这么贵的药17块钱一颗的药吃了能立马好吗？？？我还以为一板有五颗药还在吐槽这个设计，没想到是我想多了只有3颗 ​                ",  ,4, ,"
                        02月15日 12:11
                        ",HUAWEI P30,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3985639168/IuilpzHn7?refer_flag=1001030103_
奏流水惭,"
                    #湖北一半以上确诊病例都用中医药治疗#我以前咳嗽两个月没治好，后来吃的一味中成药，很贵，但是治好了，至于说国外，他们在同时期也有草药，而且像双黄连，板蓝根这些都是中药范畴，还有膏药那些有效果也是公认的事情，什么事情不是白就是黑，如果你朋友之间有这种人，建议拉黑，都是些极端分子 ​                ",  , , ,"
                        02月15日 11:21
                        ",小米Play 自带流量,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5323073433/Iui12mvLO?refer_flag=1001030103_
毛线兔球,"
                    说起来霓虹看病还好（大概是因为我有医保？）非处方药可真贵啊…… ​                ",  , , ,"
                        02月15日 10:14
                        ",iPhone 11 Pro Max,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1170510282/IuhzN2GhO?refer_flag=1001030103_
HIH健康微盟,"
                    总有人​这样说‌：你的膏‎药确实‌好使‎，就是​有点贵‌[擦汗]‎那是‌你没​算明白‌账，永远‌都是一分‌价钱一分​货，常言道​“五斤药，一两膏​”，膏药‎想疗​效好，得有‌一定的浓度‎，药物‌成分也要‎在30味以上，疗效‌才能得到保‎证。古​贴膏65味纯中药‎，成本自‎然也高呀‎！‌况且​你的目的‎是治病，有​效才​是硬道理‎啊[强][强]​‎‎ 2哈尔滨·幸福家园 LHIH健康微盟的微博视频 收起全文d
                ",  , ,2,"
                        02月15日 09:56
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6104547218/IuhsvvbbX?refer_flag=1001030103_
用户5339004951,"
                    武汉肺炎.怎样才能真正省钱及物资？1、医护防护装备：去完厕所回来用大透明膠布粘上,可找旁人帮忙,及可使用多天.2、口罩一天一个,吃饭时脱下,吃完戴上.不够时用纸巾及厕纸代替,口水及痰用纸巾包好,扔垃圾桶避免传染.3、医院避免进假冒伪劣药品及贵药,设隔离区放大量网购10人以上大帐篷,设食堂、洗手间、医护送饭药制度.怎样既保证受隔离病人营养,又可省钱？早餐：烘过面包配牛奶,中间抹果酱、牛油（一起烘）或涂花生酱加细糖,再一盘油炸午餐肉.午餐：面加午餐肉.晚餐：二菜或三菜配饭加汤.饭菜有肉或午餐肉才够热量、营养,香港这最便宜“佳宝冻肉超市”600克/3罐/26元左右,“惠康超市”特价时能做到400克/1罐/13元. 收起全文d
                ",  , , ,"
                        02月15日 09:45
                        ",微博国际版,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5339004951/IuhokpqqL?refer_flag=1001030103_
东阿阿胶sz000423,"
                    东阿阿胶 sz000423 投资者提问：您好，目前贵公司更换了管理层，我调研了沈阳市大东区个别连锁大药...，点击链接查看更多-> O网页链接 ​                ",1, , ,"
                        02月15日 09:42
                        ",微博股票,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6501977859/IuhmTr8fY?refer_flag=1001030103_
椒盐芒果布丁,"
                    今天吃了最贵的药，味道好，好困 ​                ",  , , ,"
                        02月15日 02:45
                        ",HUAWEI Mate 20,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5219383990/IueDLCrPo?refer_flag=1001030103_
秦语美术工作室,"
                    王阳明曾经说过这样一句话：悔悟是去病之药，然以改之为贵，若留滞于中，则又因药发病。世间万事都需要一些东西去衡量，才知道到底是好和坏，反省自己才能认识自己，改善自己。 ​                ",  ,1,2,"
                        02月15日 00:22
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5998062829/IudHNxFf1?refer_flag=1001030103_
Silence-哈,"
                    【亲姐姐】我们与尤文肉瘤抗争了整整一年，看到过希望，也经历过绝望。我们像沙漠里迷路的人，因为不知道方向走错了很多路，错失了很多机会，但我们总抱着也许下一秒就看见绿洲的期待坚强的往下走，可是经济的拮据让这条路越走越难，化疗放疗靶向药真的好贵，无奈之下只能寻求社会的帮助。请求大家的帮助和转发，在此表示诚挚的感谢！！！『28岁女孩患恶性罕见肿瘤，请给我活下去的希望！』O网页链接 收起全文d
                ",473,8,43,"
                        02月14日 23:45
                        ",荣耀20,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5970018079/IudstgLXT?refer_flag=1001030103_
无情少女温小茹,"
                    药药💊太贵了，我好想赶紧好起来，这些💰买点化妆品不香嘛？？？ ​                ",  , , ,"
                        02月14日 23:07
                        ",可能是iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5266281016/Iuddl3tkC?refer_flag=1001030103_
桃之夭夭灼灼其华88888888,"
                    偶然在知乎上看到了一位留美大神博士的文章，真的厉害，想法领先了很多的医院，我已经买了几盒芬乐备用了，反正也不贵[捂脸]，克立芝好贵呀，印度版仿制药现在都要3000了。希望国家加油，医务人员加油，大家加油，早点打赢这场仗役。中国加油！武汉加油！ ​                ",  , , ,"
                        02月14日 22:40
                        ",HUAWEI nova 2 Plus,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3805815487/Iud27v2k7?refer_flag=1001030103_
书月玄,"
                    #四川村民给武汉捐3吨折耳根#哈哈这个菜是很清香的，挖也不好挖，卖的贵呢。主要是疗效好，清热解毒的，而且又是蔬菜，不是药药！ ​                ",  , , ,"
                        02月14日 22:33
                        ",HUAWEI Mate 30 Pro,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6672381014/IucZysvPc?refer_flag=1001030103_
好帅呀好帅呀,"
                    【降压药分好坏吗】因为担心现在吃“好的”降压药，将来无药可用，所以就希望改为“差一点”的降压药来吃，这是很多患者对降压药的常见误区。其实，降压药没有好药和差药的分别。不是越贵越新的降压药就越好，关键要看患者的高血压适合用哪种降压药。 ​                ",  , , ,"
                        02月14日 18:09
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5200288931/Iubg4AqwC?refer_flag=1001030103_
郭邦一,"
                    等春来了，我们好好拥抱一场疫情让我们明白，钱财买不来健康，利益还不回生命。最大的财富就是活着，最大的幸福就是平安；一场疫情让我们明白，爱惜身体才是智者，身体健康才是赢家，没有好的身体一切都是徒劳；一场疫情让我们明白，世上最贵的床是病床，世上最好的药是健康。赚钱不是为了看病，而是为了享受生命，活着不是为了生病，而是为了生命精彩；一场疫情让我们明白，人活一场别再拼钱拼房，我们能拼的只有健康。健康不是第一而是唯一，健康才是珍宝，世间最好；噢，一场疫情让我们明白，家才是最温暖的港湾，家人才是最强大的靠山，只有和家人在一起，即使足不出户也开心，就算居家不出也幸福；一场疫情让我们明白，无私奉献真的存在，医护人员值得称赞。没有身在一线的逆行者，哪有我们现在的平安；一场疫情让我们明白，有吃有喝就算快乐，能跑能跳就是幸福。健康活着就是幸运，平安活着就是福气；一场疫情让我们明白，人生没有永远，来日并不方长。一定要活在当下，珍惜眼前想做的事，快点做。想见的人，快早点见。别再等待，别总拖延，否则就会留下无法弥补的遗憾；一场疫情让我们明白，人生无常生命短暂，一定要好好珍惜。珍惜活着的每一天，珍惜身边的每个人。因为下辈子谁也不会出现，再也不能遇见。 收起全文d
                ",  , , ,"
                        02月14日 17:42
                        ",nova4e 3200W立体美颜,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1326148913/Iub5e2RP9?refer_flag=1001030103_
usatama,"
                    说鸡是激素或者避孕药催大的人，你们以为激素和避孕药这么便宜吗！很贵的好吗！ ​                ",  , , ,"
                        02月14日 16:59
                        ",微博手机版,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3269283564/IuaNTD0sG?refer_flag=1001030103_
青青505_,"
                    喝药贵。这个问题好解决，人人都来自学中医，自己给自己治病，自己给自己做药，就行了。 ​                ",  , ,1,"
                        02月14日 14:15
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6172692670/Iu9Jq5bzQ?refer_flag=1001030103_
橘子布朗茶,"
                    集美们我靠今天起床 脸上偏大一点儿的扁平疣就脱皮变小了但是颜色还是在 应该是色素沉淀吧 小一点的直接就瘪下去了 吃药还是有点作用的 待会儿我就把我最近吃的药和涂抹的药分享给大家 被困扰的小姐妹可以试试 要是药物可以治还是别去激光了又贵还不一定好 不过闭口痘痘严重的去挂个美容科 做个光子嫩肤应该是有用的 除了扁平疣 额头上的闭口也少一些了开心开心 继续📝 收起全文d
                ",2,40,4,"
                        02月14日 11:47
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5396800317/Iu8Ld7e8A?refer_flag=1001030103_
香烟没有爱上火柴,"一场疫情，让我们明白：

钱财买不来生命，

利益换不回健康，

最大的财富，就是活着，

最大的幸福，就是平安！

一场疫情，让我们明白：

爱惜身体，才是智者，

身体健康，才是赢家。

没有好的身体，

一切都是徒劳。

一场疫情，让我们明白：

世上最贵的床是病床，

世上最好的药是健康，

赚钱不是为了看病，

而是为了享受，

活着不是为了生病，

而是为了生命。

一场疫情，让我们明白：

家，永远是港湾，

家人，永远最重要，

灾难来临，

只要和家人在一起就是幸福，

只要家人都健康就是最大的满足。

一场疫情，让我们明白：

这个世上哪有什么岁月静好，

只是有人在负重前行。

感谢在这次疫情的逆行者，

舍小家为大家。

一场疫情，让我们明白：

人生没有永远，来日并不方长，

一定要活好当下，珍惜眼前，

想做的事，快点做，

想见的人，早点见，

别再等待，别总拖延，

否则就会留下无法弥补的遗憾。

一场疫情，让我们明白：

生命，真的没有轮回。

一旦死去，再也没有重来。

感情，真的没有彩排。

一旦失去，再也没有机会。

我们这一生，

谁也不能推断哪一天，

就是生命的最后一天；

谁也不能预测哪一面，

就是今生的最后一面。

今生若相遇，好好珍惜吧；

今生若相爱，好好守护吧；

今生若相知，好好在一起吧！

一场疫情，让我们明白，

未来，不拼爹，

不拼车，不拼房，

拼的是健康和抵抗力！

2020年，增强身体锻炼，

健康不是第一而是唯一！

趁现在还来得及，

去见你想见的人，

做你想做的事，

过你想要的生活，

爱你想爱的人，

愿所有人都拥有平安！

好好珍惜，

你所遇到的所有人；

好好珍惜，

你现在所拥有的一切！ 收起全文d",  , , ,"
                        02月14日 11:36
                        ",vivo Z3性能实力派,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2033312170/Iu8GAtN8U?refer_flag=1001030103_
小珍珠mommy,"
                    冒着风险去了医院看脸，现在挂号都好贵啊，什么时候涨的呢，然后一个年龄挺大的男大夫，看了一眼，说是真菌感染，是一种癣，没用做检查，看的感觉很随意，直接开了一大堆药，还指定了一家药店，因为这个药别家没有，价格也偏贵，好吧，只要能治好就行啊 ​                ",  , , ,"
                        02月14日 10:48
                        ",OPPO Reno Ace,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5371235890/Iu8noymO4?refer_flag=1001030103_
丞蒙-遇见,"
                    #国家中医医疗队将进驻江夏方舱医院#不管中药还是西药，能够治的好病的药就是好的。觉得中医没用的人可以不吃中药啊，中药还蛮贵的，留给信的人吃 ​                ",  ,1,5,"
                        02月14日 10:29
                        ",荣耀V10 我AI的快,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5243224847/Iu8fr5mp1?refer_flag=1001030103_
左氧佛沙星滴眼液副本,"
                    08.12.2019鼻子经常过敏 药没了 老刘@刘缙徽 特意从网上补货才发现这么一小管药好贵！！我还是能省着就省着用吧…… 2北京·上海浦东发展银行(世纪城支行)-西门 ​                ",  , , ,"
                        02月14日 10:10
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/7372588891/Iu87I4Vbh?refer_flag=1001030103_
大牌姐,"
                    这个马上就快涨价啦现货不多了！！先拍先发【19.9💧】佰适康  75%医用酒精*500ML❗每100ml只要【3.98💥】现在🍑宝搜500ml的酒精都是好几十起步😡大大建议囤姐妹的酒精，把不能及时发出而且还特别贵的都退了，留下相对便宜的❕ 能药.店买到的就当地买👌 ​                ",  ,26,35,"
                        02月14日 09:25
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E8%258D%25AF%25E5%25A5%25BD%25E8%25B4%25B5?q=%E8%8D%AF%E5%A5%BD%E8%B4%B5&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6494238800/Iu7PHr36w?refer_flag=1001030103_
