用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）
zgm18200460296,"
                    安利逸新空气净化器  O网页链接朋友们冬天到了，城市里的雾霾高浓度罩着城市的每个角落，你家里的宝是不长时间感冒和高烧难止，家里是否也有其他人经常感冒或鼻炎发了天天不舒服而难愈呢！你如果有买空气净化器的打算，不防把一台安利逸新空气净化器世界高端产品带回家试试。安利逸新空气净化器便用寿命也至少50年哦，划不划算？你试用了就知道哦！以上情况可全部一一解决哦！ 2成都·大源村 收起全文d
                ",  ,2,8,"
                        2017年10月24日 19:31
                        ",HUAWEI P10 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/6327466973/FrSTVAoxF?refer_flag=1001030103_,,,,,
薇薇de约定,"
                    午饭后约了河西走走逛逛。太阳露面，天气很不错，穿着薄风衣竟然有些热。吃喝逛结束，说好的一起看日落刷步回家。就在走上了跨江大桥那一刻，浓雾越来越猛烈，桥上没有公交站，又堵车，想着吸了雾霾对身体极其不好，于是浑身开始不舒服，可又得硬着头皮往前走，一边走一边责备，不作死就不会死，傻x了吧？ 收起全文d
                ",  ,16,6,"
                        2017年10月24日 18:58
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/2119087994/FrSGp1waT?refer_flag=1001030103_,,,,,
扑咪不是猫,"
                    这雾霾，鼻子嗓子都不舒服。 ​                ",  , , ,"
                        2017年10月24日 18:40
                        ",iPhone,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/1704122290/FrSzd8Tvp?refer_flag=1001030103_,,,,,
可可_deconstruction,"
                    今天一早醒来嗓子就很不舒服，到公司跟同事一番讨论，结论就是郑州这该死的雾霾天明天开始戴口罩 ​                ",  , , ,"
                        2017年10月24日 17:59
                        ",华为手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/1729019074/FrSipvzyd?refer_flag=1001030103_,,,,,
CHICnom,"
                    这只兔子在干嘛雾霾太大了所以鼻子不舒服？ ​                ",1, ,1,"
                        2017年10月24日 17:05
                        ",iPhone 7 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/5233741929/FrRWMjA4B?refer_flag=1001030103_,,,,,
我在地上看星星,"
                    这雾霾哦 鼻子都不舒服了 2长沙·黄兴镇 ​                ",  ,12,1,"
                        2017年10月24日 10:46
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=10,https://weibo.com/2513586540/FrPsDrhz4?refer_flag=1001030103_,,,,,
破破叔叔,"
                    广州今晚的雾霾好大啊，很不舒服。 ​                ",  , , ,"
                        2017年10月23日 22:42
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2955274917/FrKISeY3w?refer_flag=1001030103_,,,,,
Jason-shang,"
                    寒风起，地上的落叶灰尘都吹起来了，空气混浊，嗓子鼻腔都不舒服？赶紧戴个口罩吧！舒适贴合，呼吸阻力小，还能阻隔雾霾！真心不错的口罩，我得赶紧入手才行！【3M】防雾霾防尘透气口罩3只（券后5.1元）（优惠券15元）----------------【★★重要：请点击链接，复制口令打开淘宝下单】O网页链接双11会场O网页链接 收起全文d
                ",  , , ,"
                        2017年10月23日 21:33
                        ",手机微博触屏版,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2214122055/FrKgYnzh9?refer_flag=1001030103_,,,,,
夏夏夏XXXL,"
                    这种天气难怪嗓子不舒服...来一起吸雾霾呀 O网页链接 ​                ",  , ,1,"
                        2017年10月23日 18:01
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3789031233/FrIT2rCTt?refer_flag=1001030103_,,,,,
我心如雷1983,"
                    #今日霜降##雾霾天气#请问@武汉环保  @武汉气象  ，今天的雾霾天，何时能缓解？！感觉空气中好脏，在外面走一会二，鼻子喉咙脸上都不舒服。@武汉发布  @长江日报 2武汉·菱角湖公园 ​                ",  , ,3,"
                        2017年10月23日 14:52
                        ",魅族 MX4 Pro,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2480462632/FrHEf717a?refer_flag=1001030103_,,,,,
DrG科学育儿,"
                    #dr.g科学育儿#【上周末雾霾来临，宝宝们的户外活动大多被取消，你们给宝宝的口罩囤好了吗？】市面上那么多口罩，你真会挑吗？口罩不舒服，宝宝不想戴口罩不防霾，麻麻不放心本叨想说，口罩的过滤率要达到95%，还要注意透气性，能及时排出湿气和二氧化碳，还要注意口罩的密合度和安全性！满足以上的口罩本叨推荐SiTi口罩！双十一还有超值预售O网页链接 LDrG科学育儿的秒拍视频 收起全文d
                ",1618,771,1292,"
                        2017年10月23日 14:30
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5872605952/FrHv1DX1I?refer_flag=1001030103_,,,,,
万林云归,"
                    #兔子窝❀家书# 20171023雾霾天来了呀，感觉就像呼吸道被竹棍捅了个对穿，真不舒服，还以为今年天气会很好，不用看到这个雾霾天呢朵阿姨给我看好看的枫叶，可我只能给她看满天尘土，很抱歉了窗户外面有大爷在修建灌木丛，看起来很爽呐，唰地一下过去，干干脆脆，整整齐齐这几天沉醉蛀牙的伪声，恨不得安利给所有人!你有空也可以听一听哟~早安 收起全文d
                ",  ,4,4,"
                        2017年10月23日 08:50
                        ",华为手机,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/3912073702/FrFhbboBG?refer_flag=1001030103_,,,,,
菜鸟股票王,"
                    家里卫生间返修，真是大费周折，感觉全是灰，好像生活在北京一样，到处都是雾霾似的。早上起来很不舒服，喷嚏打个不停。说什么呢，反正我不爱折腾，所以工作稳定的一塌糊涂。需要挑战啦！ ​                ",  , , ,"
                        2017年10月23日 07:18
                        ",HUAWEI Mate 8,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/1773030874/FrEFJs4pQ?refer_flag=1001030103_,,,,,
_flannel460147,"
                    北京这几天雾霾居高不下。没有一天蓝天。今天嗓子不舒服，一颗pm 2.5居然已经接近200。有的地方已经超过200。实在大跌眼镜。 ​                ",  , , ,"
                        2017年10月22日 20:49
                        ",搜狗高速浏览器,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6221504782/FrAyuoPnc?refer_flag=1001030103_,,,,,
张小玲很逗,"
                    北京每年到了这个时候就开始了雾霾天气，不喜欢戴口罩的我总会觉得嗓子难受不舒服，而这个时候唯一的安慰就是，嫁到山西万荣的妹妹家里的苹果成熟了，不喜欢吃市场上苹果的我终于有点自己喜欢吃的了[呲牙][呲牙]，当然好东西要跟大家分享，来自山西运城万荣的红富士苹果，自已种植的红富士苹果绿色富硒有机，不打蜡，不上色，幼果套双袋，无农药残留，皮薄，多汁无激素现釆现摘现发，保证新鲜，10斤八零规格装1箱50元，10斤装八五规格一箱60元。 收起全文d
                ",  , , ,"
                        2017年10月22日 12:02
                        ",iPhone 6s Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5186861389/Frx6Ct5Cz?refer_flag=1001030103_,,,,,
慢跑人生0451,"
                    11天没有跑步，因为胃肠不舒服、因为雾霾，今早出门都不知道该穿什么，结果还是穿少了，薄薄的一件运动裤，跑起来跟没穿一样，风呼呼地透过，但上身还好，两件绒里运动衣。跑过一圈天才亮起来，上身微微出汗，而下身和脚直到跑完了还是麻木的状态，没有知觉。刚看了看跑表的温度显示：早上5点多的时候是零下8.9摄氏度，我还以为就零下2-3度呢！肚子一直是冰冰凉的，因为出汗和没穿贴身的衣服。还好，机械地像木偶一样跑了40多分钟，不敢停下来拉伸，一直跑到包子店里才有了点热乎气。回到家里，大腿已经冻得通红，手脚都不听使唤。赶紧来一杯热水，才算暖和一些。跑表和悦跑圈的距离和时间有点不同，因为跑表要卫星定位，所以迟了一些。 收起全文d
                ",  , ,1,"
                        2017年10月22日 11:35
                        ",HUAWEI Mate 9,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5338597546/FrwVQmHrq?refer_flag=1001030103_,,,,,
90后的西安美食,"
                    早晨起来雾霾好大呀，问这我肚子不舒服，看来出门要带口罩了。好难受 2西安·玉祥门 ​                ",  , ,1,"
                        2017年10月22日 08:12
                        ",vivo智能手机客户端,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6373723993/FrvBhzv7M?refer_flag=1001030103_,,,,,
张丹丹丹同学,"
                    #哨位日历##一号哨位# @一号哨位  @高梦蝶  昨晚上睡觉就嗓子不舒服，雾霾荼毒太厉害了，终于，我还是武装了起来……在室友的强烈要求下，陪她喝了一罐啤酒🍺好久没喝，突然有点不适应，喝完整个脸都红了，头也疼的不行，果然还是睡觉好使，现在没事了，哈哈，以后再也不喝了 2哈尔滨·东北林业大学 收起全文d
                ",  ,4,2,"
                        2017年10月20日 23:31
                        ",前置双摄vivo X9Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5888377520/FriLnwSEE?refer_flag=1001030103_,,,,,
唯美大叔7998,"
                    这一天天的被雾霾害的嗓子不舒服😔 O网页链接 ​                ",  , ,1,"
                        2017年10月20日 22:56
                        ",前置双摄vivo X9Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/6375841950/FriwX8CLs?refer_flag=1001030103_,,,,,
河北经贸大学伙食委员会,"
                    雾霾天已经来了，它还是霸气的占领了我们的天空，防护措施要做好，带好口罩😷。最好专业的防护口罩。如果，感觉嗓子不舒服，可以喝点玄麦，很管用的呦！！ ​                ",  , ,8,"
                        2017年10月20日 22:53
                        ",前置双摄vivo X9s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5174078420/FrivJa6Nj?refer_flag=1001030103_,,,,,
初心-Lee,"
                    今晚雾霾好严重，嗓子明显感觉不舒服😣 ​                ",  , , ,"
                        2017年10月20日 22:47
                        ",华为手机 畅享玩不停,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/2232038261/FritncpH8?refer_flag=1001030103_,,,,,
己注销账,"
                    终于感受到北方的雾霾，由开始的桔梗焚烧的香味转至微呛的工业废料味，就不舒服而且无奈了。 2哈尔滨 O网页链接 ​                ",  , , ,"
                        2017年10月20日 19:11
                        ",iPhone 5s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=11,https://weibo.com/5329779431/Frh3H0RMt?refer_flag=1001030103_,,,,,
这不完美的我你总当作宝贝,"
                    心里苦哇 雾霾好大好大 今天学校终于早放学了但还不知道明天啥样 我在黑龙江 这里的污染一直严重 有没有雾霾全靠风力大不大 现在头晕啊 整个气管不舒服 两天没见过太阳了 仙女来分享下自己经历过的最严重的雾霾&当时造成了啥影响吗？ ​                ",  ,41,24,"
                        2017年10月20日 17:05
                        ",凯源超话,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3983371877/FrgeL57cL?refer_flag=1001030103_,,,,,
Luvdisabled,"
                    雾霾天太讨厌了，眼睛不舒服，鼻腔里面全是灰。 ​                ",  , , ,"
                        2017年10月20日 15:43
                        ",微博国际版,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6161140779/FrfHmz3Uy?refer_flag=1001030103_,,,,,
魏小言-,"
                    今天开心不为别的，单纯觉得之后几个月能省钱，觉得北京今天有雾霾可以为人民服雾，开心今天可能持续刷屏，不舒服的欢迎取关不针对任何人也欢迎你们明儿把我加回来 ​                ",  ,4,11,"
                        2017年10月20日 13:41
                        ",wyuei&iPhone 6,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1763848785/FreTZy8aQ?refer_flag=1001030103_,,,,,
鳴心乖寶寶,"
                    哈哈……转车喽！离温暖的小家又近一步！好开心！虽然据说哈尔滨雾霾到瞎的程度，但依然想念，关键换了地方睡不好觉啊！各种不舒服，不习惯！ 2齐齐哈尔·齐齐哈尔站 ​                ",  , ,1,"
                        2017年10月20日 13:25
                        ",三星 GALAXY S5,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1298592757/FreNuyKw3?refer_flag=1001030103_,,,,,
心路暖阳,"
                    #山西雾霾天# 一到这样的天气，喉咙就不舒服。唉 ​                ",  , ,2,"
                        2017年10月20日 09:23
                        ",HUAWEI Mate 9 Pro,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/2750265035/Frdd6rIaq?refer_flag=1001030103_,,,,,
炑尔,"
                    #早餐#蒸贝贝南瓜+杂蔬蛋饼+菠菜香蕉奶昔。奶昔好喝(✪▽✪)，喝不够喝不够喝不够。这几天都是雾霾天，灰蒙蒙的，嗓子不舒服。 ​                ",  ,2,2,"
                        2017年10月20日 07:05
                        ",,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1835383145/Frcj89saE?refer_flag=1001030103_,,,,,
在想念你的365天里,"
                    雾霾严重 呼吸道不舒服  你那边也许会好一点吧 ​                ",  , , ,"
                        2017年10月19日 21:09
                        ",iPhone 7,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3154978597/Fr8pa0T2x?refer_flag=1001030103_,,,,,
蜜蜜蜜蜜蜜蜜mmmmm,"
                    ♡       【雾霾🌁】雾霾天一呼百应的效果吗？今天好多人眼睛都不舒服…[尴尬]你也这样吗？ ​                ",  , , ,"
                        2017年10月19日 12:47
                        ",同步圈APP,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5425130809/Fr57sFItn?refer_flag=1001030103_,,,,,
蜜蜜蜜蜜蜜蜜mmmmm,"
                    我上传了一个视频 ♡       雾霾🌁天，洗个眼睛吧！眼睛实在是不舒服磨的难受…在家没出门，看看洗出来这么多脏东西！[流汗]怪不得雾霾天眼睛会发炎… O网页链接 ​                ",  , , ,"
                        2017年10月19日 11:22
                        ",同步圈APP,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5425130809/Fr4yU7t1C?refer_flag=1001030103_,,,,,
哈皮菠萝酥,"
                    今天特别头疼，大概是昨晚没睡好的原因吧。石家庄的天气还是这么让人心烦，今天晚上雾霾还挺大的。我穿了一件外套加秋衣，感觉有点冷。但是不想穿厚，因为不舒服。昨晚跟我妈打电话，好像跟妈妈一块儿钻一个被窝里面睡觉觉。我想回家。现在特别希望自己生病，扁桃体发炎好了，嗓子疼发烧然后回家输液。感觉高中的那个玻璃心的自己又回来了。第一节税法课我又忘了带作业，感觉自己的生活乱糟糟的。心里很不爽这种感觉。这节下课脑袋昏昏沉沉的，不开心。 收起全文d
                ",  , , ,"
                        2017年10月19日 09:20
                        ",又轻又薄的小米5c,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6380786458/Fr3Lk7cDk?refer_flag=1001030103_,,,,,
往事如烟67170,"
                    雾霾降临，幼儿园放假，老妙老高兴了！看来，这雾霾与冬季供暖关系很大。一夏天，冰城的天空是蓝的，空气质量一直挺好。可刚刚进入采暖期，锅炉一点火，雾霾就跟着来临，走到室外，呛眼睛，嗓子也非常不舒服！尽管政府采取了一些措施，禁止烧劣质煤、取消小锅炉，但仍然没有大的改观！环境的改善任重道远！ 收起全文d
                ",  , ,2,"
                        2017年10月19日 08:10
                        ",红米Note4,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5206733819/Fr3iZ5qmE?refer_flag=1001030103_,,,,,
长沙小米之家,"
                    #小米早安# 天气越来越冷了，雾霾也越来越大，大家千万不要身体不舒服了才想起来保养身体。来小米之家享受科技带来的乐趣与健康吧！🎉🎉🎉小米空气净化器，送人🎁，自用🎁，性价比超高。团购更有独享优惠！🎉🎉🎉地址：长沙小米之家王府井店大客户及团购优惠VIP专线:15574344300 ​                ",  ,15,14,"
                        2017年10月19日 07:22
                        ",小米6 拍人更美,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/5299817984/Fr2ZHdhJ6?refer_flag=1001030103_,,,,,
emma每个壹刻便是经年,"
                    早！雾霾又来了！眼睛不舒服！鼻子不舒服！嗓子不舒服！我的人生怎么这么倒霉啊！@李易峰  #李易峰开司动物世界##李易峰在纽约徐天##李易峰在纽约##李易峰# ​                ",  ,1,1,"
                        2017年10月19日 07:15
                        ",李易峰超话,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/3153066273/Fr2WycLOm?refer_flag=1001030103_,,,,,
最爱大嘴猴,"
                    为昨晚在雾霾和大风中，戴着口罩仍然坚持走步的自己和戴着口罩没带口罩坚持跳广场舞的大爷大妈们点个赞吧！但，那个，我想说，我的嗓子不舒服了，被雾霾呛的！！昨晚听到两个走步的大爷唠嗑说，雾霾的“霾”字以前都不会写，另一个大爷说，霾比雾厉害！！我想说，大爷我现在都不会写“霾”，那个大爷说的太有道理了，霾确实比雾厉害👍🏻🙋今天去上班，早早的出门了，还在考虑一会儿要不要走步呢？🙃🙃 收起全文d
                ",  ,2, ,"
                        2017年10月19日 07:10
                        ",iPhone 6 Plus,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/1878068255/Fr2UtCfwi?refer_flag=1001030103_,,,,,
1992爱90,"
                    🎄雾霾天气悄然的又来了，天气转凉感冒、咳嗽、流鼻涕、发烧，嗓子不舒服的，不想吃药来贴菩济本草穴位贴不仅不用吃药，还帮你排寒排毒素☘ ☘ 2石家庄·谈固 ​                ",  , , ,"
                        2017年10月18日 10:54
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=12,https://weibo.com/6012960970/FqUX3nztK?refer_flag=1001030103_,,,,,
保佑今年考上博士,"
                    一年一度的雾霾天～即将来临已经觉得嗓子不舒服咯 ​                ",  , ,1,"
                        2017年10月16日 17:34
                        ",iPhone 6s,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/2266435123/FqEIAtXSN?refer_flag=1001030103_,,,,,
crazy小杜,"
                    雾霾一加重，整个人都不好了，眼睛涩涩的不舒服 ​                ",  , , ,"
                        2017年10月16日 16:37
                        ",红米Note 3,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/2156905063/FqEl8r1wf?refer_flag=1001030103_,,,,,
芥末鸡丁,"
                    进入十月份，天气阴阴的，没见过大太阳☀ 。也不知道是雾霾还是阴天或多云，总之阴阳怪气的，在家和外面都不舒服，阴冷潮湿。 ​                ",  , , ,"
                        2017年10月16日 14:29
                        ",华为麦芒5,https://s.weibo.com/weibo/%25E9%259B%25BE%25E9%259C%25BE%2520%25E4%25B8%258D%25E8%2588%2592%25E6%259C%258D?q=%E9%9B%BE%E9%9C%BE%20%E4%B8%8D%E8%88%92%E6%9C%8D&scope=ori&suball=1&Refer=g&page=13,https://weibo.com/1214756792/FqDvvjGI4?refer_flag=1001030103_,,,,,
