用户名,博文,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
宜昌心理医生刘陈,"
                    Q最近因为出不了门，大人小孩都很烦躁，我也经常失去耐心。我和孩子的争执比平时更多了，怎么办？宜昌心理医生在无法出门的情况下，父母与子女的物理距离变得很近，心理上的摩擦也会增加。如何与孩子沟通呢？一要善于倾听，了解孩子的内心世界，跟孩子共同去解决一些问题。二要善用言语技巧。尽量描述事实，有可能的话，多给孩子积极的回应，而不是只给予负面评价。三要多多换位思考，互相理解和体谅。四要给孩子多留些“独处”的空间，不要整天把注意力集中在孩子身上。 收起全文d
                ",  , , ,"
                        03月02日 08:36
                        ",宜昌心理医生超话,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1352841662/IwHMbu3Qy?refer_flag=1001030103_
开心的铮铮,"
                    这几天的首页没法看，年纪小还是多读书，这些皮下黑吃人血馒头的谁管你死活，小小年纪别放弃自己生命啊，你父母可怎么办啊。想起让子弹飞里的小六，被起哄的人群闹着切腹取凉粉。然后死了，有意思吗？生活里还有阳光，鲜花，蛋糕，友情爱情。不仅仅是网络，谁也不是神，你是你自己的。 ​                ",  , , ,"
                        03月02日 08:19
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1807379144/IwHFeBKkG?refer_flag=1001030103_
圆缺缺呀,"
                    #剑网三#2020.03.02 风儿有点喧嚣昨晚睡前我还是高智商有经济实力的电竞选手，今天就退役了，变成了剑网三粉丝，怎么办，要说多少次他们才能知道我是剑三的衣食父母，我是剑三的金主！我不是粉丝，我是爸爸！ ​                ",  , 2, 16,"
                        03月02日 08:13
                        ",OPPO R9 Plus,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5391626504/IwHCCFCp9?refer_flag=1001030103_
高佣联盟邀请码27729987,"
                    【面对霸道的孩子，父母该怎么办呢】1.冷处理，不予理睬。2.引发孩子良好的行为，当孩子的良好行为出现时，则要鼓励他，称赞他，以强化孩子的这种行为。3.建立民主的家庭氛围。4.设法使孩子发泄过剩的精力.5.让孩子学会交往，学会分享。6.帮助孩子建立良好的人际关系.7.对孩子的惩罚要适当。 ​                ",  , , ,"
                        03月02日 08:02
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5620151630/IwHygERKk?refer_flag=1001030103_
大众故事,"
                    去女友家见她父母，突然不想和她结婚了，因为她父母太奇葩，我该怎么办？ ​                ",  , 1, ,"
                        03月02日 07:57
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/7086074516/IwHwfmvUk?refer_flag=1001030103_
情系哥哥,"
                    “父母今年四十多了，瞒着我要了个孩子该怎么办? ” ​​​​#情感# ​                ",  1, 1, 1,"
                        03月02日 07:40
                        ",即刻笔记,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/7022001905/IwHpts5zZ?refer_flag=1001030103_
拒绝甜食zz,"
                    有谁能告诉我到底该怎么办，为了爱我的父母我从没想过去死，可活着也太难了，为什么没人愿意听听我们的呼声？我真的知道错了，你们把情绪都发泄到我身上来好不好，把我千刀万剐都行，但求求你们放过他，他也是我的光，这一切不该由他来承受啊 ​                ",  , 2, ,"
                        03月02日 07:38
                        ",荣耀V10 我AI的快,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5634824759/IwHoqpMvj?refer_flag=1001030103_
某顺,"
                    功德箱3【女友年龄比我大一些，我父母不同意，怎么办？】——某顺答：告诉爹妈，女友很像大姐，把你照顾得很滋润，必须跟她过才能体验到生活幸福美满的感觉，更何况她还不用你养，她收入能支撑养家糊口重任，能让你轻松很多，所以你非她不娶。当然，如果你女友除了岁数大就再无所长，也难怪你爹妈嫌弃 ​                ",  5, 27, 87,"
                        03月02日 07:31
                        ",皮皮时光机,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1185441660/IwHlA4m9V?refer_flag=1001030103_
沙雕营,"
                    亲生父母为了要弟弟25年前把我送人了，现在要来认我，我该怎么办？ ​                ",  , 5, 6,"
                        03月02日 07:30
                        ",即刻笔记,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5017913220/IwHlv3wZL?refer_flag=1001030103_
送牛奶的小蓝孩,"
                    婚前买的房子，写的父母名，女朋友不同意我再给这套房子还房贷，该怎么办？ ​                ",  , 2, ,"
                        03月02日 07:24
                        ",即刻笔记,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/6539538650/IwHiMjLzt?refer_flag=1001030103_
凡痞子,"
                    “父母今年四十多了，瞒着我要了个孩子该怎么办? ” ​                ",  , 12, 213,"
                        03月02日 07:15
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/3277800653/IwHf2ixBY?refer_flag=1001030103_
致所有美好,"
                    #外国人永久居留管理条例#我至今最可惜的事情就是我没有弟弟妹妹，真的是特别后悔，可是这有能怎么办呢，毕竟当年是国家提出的独生子女政策，等到政策开放了，父母也没有太多精力去再照顾一个孩子了。现在，又开始引进人口了？当年的计划生育是为了外国人腾地方的吗？尤其是黑人吗？我真是难以想象，说实话，我只是想想已经很恶心了还要让女大学生和黑人联姻，中国还男女比例失调呢，怎么？就不管中国人了吗，以后就打算变出第57个民族，叫中非混血了吗，那我宁愿孤独终老 收起全文d
                ",  , 1, 6,"
                        03月02日 06:50
                        ",nova5Pro人像超级夜景,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5845836165/IwH5d1MCD?refer_flag=1001030103_
凡年久换柴,"
                    有意思吗有意思吗！这个要死那个要死的你们生命这么廉价吗？？你父母怎么办你亲人怎么办？！互联网的事真的没必要牵扯到生活啊你们到底想怎样！？你们多大啊为什么就不知道珍惜生命啊 ​                ",  , 2, 57,"
                        03月02日 06:26
                        ",OPPO随光而变R17,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/6038104496/IwGVpucOs?refer_flag=1001030103_
巡游赞比岛,"
                    别用人命当博弈的工具啊。。。你的父母朋友爱人怎么办啊。。 ​                ",  1, , 16,"
                        03月02日 03:38
                        ",,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5239531180/IwFPdzZI2?refer_flag=1001030103_
晕字先生一枚,"
                    我的肖战啊 谁能来救救你啊 你是这么好的一个人啊 是你拯救了我 让我有勇气继续生活 为什么现在他们要这么对你 你是最无辜的啊 我好想对你说坚持下去不要怕 可是我好怕啊 我这样做是对你好吗 我该怎么办啊 但是你不要怕 不要看 不要为了这些难过流眼泪 抱抱父母朋友和你的猫 这场战役最起码还有我在 ​                ",  , , ,"
                        03月02日 03:14
                        ",,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/2609303755/IwFFzfpYS?refer_flag=1001030103_
炉十八,"
                    ""让孩子看到了怎么办""永远不是禁止成年人创作和阅览色情作品的理由 就像父母不会因为担心""让孩子看到了怎么办""而不做爱谁也没有资格鉴定色情作品是没有价值的 因为就算是纯粹的情趣用品也是有价值的怎么让孩子接触不到色情作品 这个问题就类似于怎么让孩子接触不到烟和酒我不觉得性健康教育称得上是色情 不然你让医学生怎么想这一切都是无解的吗 不是 收起全文d
                ",  , , 2,"
                        03月02日 02:43
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/1906204015/IwFsR7IAa?refer_flag=1001030103_
LIU咔dog,"
                    当你的父母双方在你面前指责对方出轨，你该怎么办?该怎么办?哎，又该失眠了……好累啊。我这辈子最痛恨的就是所谓的出轨，第三者，插入别人生活，这让人恶心。我真的不知道该怎么办，愿生活越来越好吧，老天能帮帮我吗…… 2湘西土家族苗族自治州·永顺县 ​                ",  , , ,"
                        03月02日 02:29
                        ",vivo X23全息幻彩,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/5960880944/IwFn492hj?refer_flag=1001030103_
P_eachyy,"
                    阿美跟我说 他真的好惨，因为这些粉丝我说 我不会同情他，就好比有小孩砸了邻居家的窗户，那怎么办呢，只能是父母上门道歉赔人家一块新的玻璃，那没干坏事的父母也觉得生气啊，怎么办呢，只能怪自己没有管好孩子咯 ​                ",  , 3, ,"
                        03月02日 02:21
                        ",,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/2973488314/IwFjHtRb7?refer_flag=1001030103_
自嗨型一级选手,"
                    突然好怕自己有一天撑不住怎么办，父母怎么办，还有好多好吃的没吃，还没有拥有一只自己的狗子和猫，可是生活好难啊。 ​                ",  , , ,"
                        03月02日 02:17
                        ",🍐的Android,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=5,https://weibo.com/2925510691/IwFiqC59d?refer_flag=1001030103_
神秘市民王小姐,"
                    你们让他怎么办？他也是一个有七情六欲的人啊！也是父母用爱养大的心肝啊！他有什么错？他很好 所以有人喜欢他，这也是他的错吗？求求你们了，今天一天了我也没有向黑子低头，但是我现在给你们磕头了好不好？放过他好不好？我真的下跪了，求求你们了。好不好？ ​                ",  , 2, 5,"
                        03月02日 02:15
                        ",小米MIX 2 全面屏手机,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/3119192511/IwFhx3kyM?refer_flag=1001030103_
嘉伦嘉伦未来可期,"
                    227历史时刻姐妹们，不要拿自己的生命开玩笑好吗？你们身后还有很多人，我们都在，没有必要为了某人而舍弃自己的生命，生活还很美好，我们都会陪着你们的，你还有父母，亲人，朋友 他们都在啊，如果你为了某人而舍弃自己的生命，那你的父母，亲人，朋友他们怎么办，难道你忍心看着你的父母白发人送黑发人吗，姐妹，听我一句劝，珍惜生命啊 收起全文d
                ",  1, 13, 36,"
                        03月02日 01:48
                        ",227历史时刻超话,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/6159471098/IwF6sCHDQ?refer_flag=1001030103_
海盐可可Sa,"
                    一条一条，扣的锅越来越大，他是撅了你们家祖坟了吗？始作俑者躲在屏幕后头，他能怎么办，粉丝管理不善他有责任，但父母都管不了的疯逼他怎么管？他也是人啊，这种搞法，真要他去死吗？ ​                ",  , , ,"
                        03月02日 01:33
                        ",荣耀8X Max,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/2388374434/IwF0c2ld5?refer_flag=1001030103_
魅力女人精选,"
                    “父母今年四十多了，瞒着我要了个孩子该怎么办? ”  ୧(๑•̀◡•́๑)૭ ​                ",  , 1, 127,"
                        03月02日 00:34
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/5486655240/IwECgmRbC?refer_flag=1001030103_
思摩尔福,"
                    做个正常人，别活的干的跟个没父母的人一样，真臭恶！还攻击别人的家庭，我看你还能怎么办 ​                ",  , , ,"
                        03月02日 00:24
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1671435937/IwEyc3kO5?refer_flag=1001030103_
三小姐阿,"
                    #三小姐的深夜晚安# 我一直在想，棍棒底下真的能出孝子嘛？中国那么多年来的家庭关系都是如何维持的？父母们又是如何教育子女的？父母的绝对权威又是如何一点点丧失的呢？父母的绝对权威丧失之后又该如何去教育子女，我是指，他们如何才会乖乖听父母的话？孩子不怕父母怎么办？不怕骂甚至也不怕打，反正就是不听话。为什么孩子一定要“怕”父母呢？不能互相尊重嘛？其实孩子身上都有一个爱的接收器，谁爱他他能接收得到。尊重也是。一个孩子如果没有体会到被尊重，那他怎么会懂得尊重别人尊重父母呢？他们是能体会到自己有没有被尊重的。每次质问我妹为什么要顶撞父母不听话还说那么难听的话时，每次生气地说“你难道不知道要尊重父母嘛？要尊重长辈”时，她会反问一句“那他们也那样骂我啊”。我常常无言以对 ，找不出合适的话反驳。是啊，是应该尊重父母，但是孩子就应该承受那么多来自家长情绪的发泄嘛？好好说话说一次就不试第二次了，可不可以再多一点耐心呢？有时孩子是很令人生气，但是生气绝对解决不了问题。为什么不能稍微控制一下自己的情绪呢？但似乎全中国爱发火的妈妈也不止我家这一位，可我家的孩子似乎格外不听话一些。我也不知道为什么。晚安. 收起全文d
                ",  , 10, 3,"
                        03月02日 00:23
                        ",OPPO随光而变R17,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/2141627410/IwExY7Rpy?refer_flag=1001030103_
加冰可乐鲜橙多,"
                    #远嫁的女孩子会幸福吗#幸福不幸福和远嫁近嫁没关系，不过远嫁了父母怎么办呢？不管了？ ​                ",  , , 1,"
                        03月02日 00:02
                        ",小米9 王源限量版,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1672329384/IwEpqks6A?refer_flag=1001030103_
情感挽回男友女友情感分析导师,"
                    之所以挽回时，我们很难让对方相信我们真的改变了，是因为，你真的没有改变，其实主要是因为，很多人的改变是带着非常强烈的目的的，比如，因为我比较强势，所以我要变得温柔，这样我才能挽回。如果你是抱着这个目标去挽回的，那么你的挽回一定是失败的，因为你根本没有转变自己的认知，而是觉得这是一场交易，和付出，所以对方只会觉得你的目的性很强，不想和你复合。所以你要先想清楚，你的强势是因为想要掌控，想要掌控是因为缺乏安全感，但是你没有办法从对方身上获得安全感，所以你的强势根本是无效的，而且只会让对方越走越远，所以你要先改变你的认知，不要目的性太强。#怎么挽回前任怎么挽回前男友怎样挽回前男友怎么挽回前女友异地恋异国恋分手了怎么办冷战冷暴力任性作死删除拉黑还能复合吗婚姻面临破碎有了新欢同性恋父母反对婚内出轨# 收起全文d
                ",  , , ,"
                        03月01日 23:59
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1550798275/IwEo3wmYQ?refer_flag=1001030103_
趣闻中心,"
                    “去女友家见她父母，突然不想和她结婚了，因为她父母太奇葩，我该怎么办？ ” ​                ",  , 1, ,"
                        03月01日 23:58
                        ",即刻笔记,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/7295195251/IwEnKBcKS?refer_flag=1001030103_
笑点培训班,"
                    长辈介绍的相亲对象身高太矮，父母却要我同意因为我也是矮！我该怎么办？ ​                ",  , 8, 10,"
                        03月01日 23:40
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/5403311892/IwEgo6ohG?refer_flag=1001030103_
情感挽回男友女友情感分析导师,"
                    挽回有技巧，这个技巧叫无为而治。你越是用放松的心态谈一场恋爱，对方越是愿意围着你转。与之相反，你越是去在意对方、紧张对方、时刻关注对方，这段关系就会死亡得越快。当一段关系走向失败时，被放弃的一方会用尽所有的力气去挽留，以为曾经的美好可以感动眼前人，殊不知你越是舍不得放手，对方越是想赶紧消失，为什么？因为你没有了自我，你把自己的价值依附在另外一个人身上。爱情其实是非常残酷的，一个没有自我的人，是不会有人喜欢的。他当初为什么爱上你？因为他不了解你，因为你是神秘而独立的个体，因为你是你。他为什么离开你？因为你把幸福的赌注全部压在了他的身上，因为你要对方为你所有的喜怒哀乐负责，你的自我呢？没有了，丢了。对方是什么感觉？两个字，无力。爱情并不像韩剧里演的那样，可以凭着一张无辜的脸就坐享其成，不会照顾好自己的人，这段关系迟早会触礁。#分手失恋了怎么挽回异地恋异国恋军恋同性恋爱情婚姻老公老婆 父母反对妈宝男姐弟恋分手了怎么办 老公出轨家暴婆媳关系不和怎么办拯救婚姻击退赶走小三分离新欢# 收起全文d
                ",  1, , 3,"
                        03月01日 22:59
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1550798275/IwDZHwCv6?refer_flag=1001030103_
情感挽回男友女友情感分析导师,"
                    在你挽回前任的时候，首先是要建立一个参照的框架，有了这个框架之后你就可以比对ta的行为。你对ta的了解可以作为你的参照框架。在这里要注意的是，有非常多的分手之后想要挽回的人，会把自己的框架带入前任的参照框架，以为前任会被自己感动，但只是换来后续各种被拉黑，被反感的悲惨故事。在与对方共情之前，首先你要有丰富的有关情绪的词汇理解，开心、难过、兴奋、失落……这些是最基本的，还有：爱莫能助、百无聊赖、不能自已……这类复杂的情绪你也要能够准确的理解，这样你就可以轻松的捕捉到前任的任何情感波动，了解ta的内心感受。#如何二次吸引挽回前任 挽回爱情 挽回恋人 出国留学 失恋分手了怎么办 男朋友要分手怎么复合异地恋异国恋 挽回前任攻略 婆媳关系不和怎么办 拉黑删除怎么挽回 父母反对怎么办# 收起全文d
                ",  , , 1,"
                        03月01日 22:29
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/1550798275/IwDNwANk6?refer_flag=1001030103_
巫巫又失眠了,"
                    疫情这么严重，还催生？我真的是，还这次疫情影响这么大？说起来真轻松啊，怎么就不当回事呢？还不如回我家，路上染上怎么办？再传染我父母？怎么说起来那么轻松呢，真的是好多人不把疫情当回事。是我悲观？七万九的病例了，都是活生生的生命。说起来真轻松。死掉也是容易的事，有点活够了。 ​                ",  , , ,"
                        03月01日 22:24
                        ",nova5Pro人像超级夜景,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/3324706704/IwDLP7TLF?refer_flag=1001030103_
炒蛋船长,"
                    20200301复盘1.很多事情不是看到希望才去做，而且做了才有希望2.想法会随经历变化呀，但他还是他看小易老师的专访，活得真通透，人间宝藏不过于此。3.无聊的思考：父母会嫌弃自己的孩子吗今天问我爸如果我的bb不聪明怎么办，我爸说高速路不合适就换一条赛道咯。会不会嫌弃我不知道，但要是女儿不白我真的会吐血4.借网友的图，花花在夜里绽开呀，要充满希望哦，要加油哦！ 收起全文d
                ",  , 4, 2,"
                        03月01日 22:15
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/5498141495/IwDHUbuhs?refer_flag=1001030103_
情感挽回男朋友女朋友情感分析,"
                    挽回最重要的是认清自己，在以往的关系中，你是处于一个什么样的角色。是过度付出导致对方的压力太大，还是因为自己的任性、较真、不理解，导致对方太累，没有办法走下去；还是说没有察觉对方的需求点，让对方觉得你不是那个真正要找的人。但很多人都会有这样一个心态，我对ta那么好，为什么要和我分手？我都这样了，对方还是不肯回来？那么也你请问问自己，当你心里有那么多为什么的时候，你是否替对方想过，站在对方的立场思考。为什么你去挽回对方，给对方发消息，对方就一定要理你呢？明明已经是前任，你对对方热情，对方就必须对你同样热情呢？#如何二次吸引挽回前任 挽回爱情 挽回恋人 出国留学 失恋分手了怎么办 男朋友要分手怎么复合异地恋异国恋 挽回前任攻略 婆媳关系不和怎么办 拉黑删除怎么挽回 父母反对怎么办# 收起全文d
                ",  , , 1,"
                        03月01日 22:03
                        ",微博 weibo.com,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/5514076502/IwDCYm7sd?refer_flag=1001030103_
0707ddqq,"
                    诶   谁能告诉我  如果发现哥哥家孩子早恋并且活的感觉很累应该怎么办才对   是告诉父母对还以为做出正确的引导，还是帮着孩子隐瞒父母才对呢，因为我也是从那个年代过来的，理解孩子的心情。不过，我现在长大了，也理解做父母的心意，真怕一个不小心耽误了孩子的一生   纠结   继续观察一阵子吧 ​                ",  , , ,"
                        03月01日 21:58
                        ",OPPO Reno,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/3244813131/IwDBi5CLp?refer_flag=1001030103_
小蕊情感导师,"
                    情感挽回复合攻略看到那么多人，在情况简单的左右摇摆不选择开始，被自己搞砸了就一刻都等不得跑来哭诉，不得不告诉你们：观望的成本在一天天的增加，有人问我失败了怎么办？我想说：“现在的你很成功吗”你连第1步都不愿意迈出来，你就能成功吗？失败是源于你在原地踏步，挽回永远不要观望，只有努力争取了才有机会和希望…#分手了怎么办失恋了怎么办怎么挽回前任异地恋异国恋父母反对同性恋怎么挽回##拯救婚姻感情分手了失恋了怎么挽回怎么挽回前男友前女友异地恋异国恋同性恋父母反对怎么挽回怎么分离新欢小三如何追求# L小蕊情感导师的微博视频 收起全文d
                ",  , , ,"
                        03月01日 21:50
                        ",情感挽回复合攻略超话,https://s.weibo.com/weibo/%25E7%2588%25B6%25E6%25AF%258D%25E6%2580%258E%25E4%25B9%2588%25E5%258A%259E?q=%E7%88%B6%E6%AF%8D%E6%80%8E%E4%B9%88%E5%8A%9E&scope=ori&suball=1&Refer=g&page=6,https://weibo.com/6495299100/IwDxGDi1x?refer_flag=1001030103_
